t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
283,0.181176,0.181176,0.176522,0.173676,0.173676,0.000175699,0.000175699,0.00056716,0.000803498,0.000803498,0.0186485,0.0186485,0.022911,0.0255207,0.0255207,0.0310949,0.0310949,0.0367015,0.0401221,0.0401221,0.0621898,0.000878497,0.0028358,0.00401749
284,0.181205,0.181205,0.176516,0.173648,0.173648,0.000176555,0.000176555,0.000569786,0.00080713,0.00080713,0.018618,0.018618,0.0229146,0.0255447,0.0255447,0.0311163,0.0311163,0.0367704,0.0402197,0.0402197,0.0622326,0.000882777,0.00284893,0.00403565
285,0.181235,0.181235,0.176509,0.17362,0.17362,0.000177413,0.000177413,0.000572415,0.000810767,0.000810767,0.0185877,0.0185877,0.0229185,0.0255691,0.0255691,0.0311378,0.0311378,0.0368397,0.0403177,0.0403177,0.0622757,0.000887066,0.00286208,0.00405383
286,0.181264,0.181264,0.176502,0.173592,0.173592,0.000178273,0.000178273,0.000575048,0.000814407,0.000814407,0.0185576,0.0185576,0.0229226,0.0255938,0.0255938,0.0311594,0.0311594,0.0369093,0.0404162,0.0404162,0.0623189,0.000891363,0.00287524,0.00407203
287,0.181293,0.181293,0.176495,0.173563,0.173563,0.000179133,0.000179133,0.000577685,0.00081805,0.00081805,0.0185276,0.0185276,0.0229271,0.0256189,0.0256189,0.0311812,0.0311812,0.0369792,0.0405151,0.0405151,0.0623623,0.000895667,0.00288842,0.00409025
288,0.181322,0.181322,0.176488,0.173534,0.173534,0.000179996,0.000179996,0.000580324,0.000821697,0.000821697,0.0184979,0.0184979,0.0229318,0.0256444,0.0256444,0.031203,0.031203,0.0370494,0.0406144,0.0406144,0.062406,0.00089998,0.00290162,0.00410848
289,0.181351,0.181351,0.17648,0.173504,0.173504,0.00018086,0.00018086,0.000582966,0.000825346,0.000825346,0.0184683,0.0184683,0.0229369,0.0256702,0.0256702,0.0312249,0.0312249,0.0371199,0.0407141,0.0407141,0.0624498,0.0009043,0.00291483,0.00412673
290,0.181379,0.181379,0.176472,0.173475,0.173475,0.000181725,0.000181725,0.000585611,0.000828998,0.000828998,0.0184389,0.0184389,0.0229422,0.0256963,0.0256963,0.0312469,0.0312469,0.0371907,0.0408143,0.0408143,0.0624938,0.000908626,0.00292805,0.00414499
291,0.181408,0.181408,0.176464,0.173445,0.173445,0.000182592,0.000182592,0.000588258,0.000832653,0.000832653,0.0184097,0.0184097,0.0229478,0.0257228,0.0257228,0.031269,0.031269,0.0372619,0.0409149,0.0409149,0.0625381,0.00091296,0.00294129,0.00416326
292,0.181436,0.181436,0.176455,0.173414,0.173414,0.00018346,0.00018346,0.000590907,0.000836309,0.000836309,0.0183806,0.0183806,0.0229537,0.0257497,0.0257497,0.0312913,0.0312913,0.0373333,0.0410159,0.0410159,0.0625825,0.000917299,0.00295454,0.00418154
293,0.181464,0.181464,0.176446,0.173383,0.173383,0.000184329,0.000184329,0.000593558,0.000839967,0.000839967,0.0183518,0.0183518,0.0229599,0.0257769,0.0257769,0.0313136,0.0313136,0.0374051,0.0411174,0.0411174,0.0626272,0.000921645,0.00296779,0.00419983
294,0.181492,0.181492,0.176437,0.173352,0.173352,0.000185199,0.000185199,0.000596211,0.000843626,0.000843626,0.0183231,0.0183231,0.0229665,0.0258045,0.0258045,0.031336,0.031336,0.0374772,0.0412193,0.0412193,0.062672,0.000925996,0.00298106,0.00421813
295,0.181519,0.181519,0.176428,0.17332,0.17332,0.000186071,0.000186071,0.000598866,0.000847286,0.000847286,0.0182946,0.0182946,0.0229732,0.0258324,0.0258324,0.0313586,0.0313586,0.0375495,0.0413216,0.0413216,0.0627171,0.000930353,0.00299433,0.00423643
296,0.181547,0.181547,0.176418,0.173288,0.173288,0.000186943,0.000186943,0.000601521,0.000850947,0.000850947,0.0182663,0.0182663,0.0229803,0.0258607,0.0258607,0.0313812,0.0313812,0.0376222,0.0414244,0.0414244,0.0627624,0.000934714,0.00300761,0.00425473
297,0.181574,0.181574,0.176408,0.173256,0.173256,0.000187816,0.000187816,0.000604178,0.000854608,0.000854608,0.0182381,0.0182381,0.0229877,0.0258893,0.0258893,0.0314039,0.0314039,0.0376952,0.0415275,0.0415275,0.0628079,0.00093908,0.00302089,0.00427304
298,0.181601,0.181601,0.176398,0.173223,0.173223,0.00018869,0.00018869,0.000606836,0.000858269,0.000858269,0.0182102,0.0182102,0.0229954,0.0259183,0.0259183,0.0314268,0.0314268,0.0377686,0.0416311,0.0416311,0.0628535,0.00094345,0.00303418,0.00429134
299,0.181628,0.181628,0.176387,0.17319,0.17319,0.000189565,0.000189565,0.000609494,0.00086193,0.00086193,0.0181824,0.0181824,0.0230033,0.0259476,0.0259476,0.0314497,0.0314497,0.0378422,0.0417352,0.0417352,0.0628994,0.000947825,0.00304747,0.00430965
300,0.181655,0.181655,0.176376,0.173157,0.173157,0.00019044,0.00019044,0.000612152,0.00086559,0.00086559,0.0181548,0.0181548,0.0230116,0.0259772,0.0259772,0.0314728,0.0314728,0.0379161,0.0418396,0.0418396,0.0629455,0.000952202,0.00306076,0.00432795
301,0.181681,0.181681,0.176365,0.173123,0.173123,0.000191317,0.000191317,0.000614811,0.000869249,0.000869249,0.0181274,0.0181274,0.0230201,0.0260073,0.0260073,0.0314959,0.0314959,0.0379904,0.0419445,0.0419445,0.0629918,0.000956583,0.00307406,0.00434624
302,0.181708,0.181708,0.176354,0.173089,0.173089,0.000192193,0.000192193,0.00061747,0.000872907,0.000872907,0.0181001,0.0181001,0.0230289,0.0260376,0.0260376,0.0315192,0.0315192,0.0380649,0.0420498,0.0420498,0.0630383,0.000960967,0.00308735,0.00436453
303,0.181734,0.181734,0.176342,0.173055,0.173055,0.000193071,0.000193071,0.000620128,0.000876563,0.000876563,0.018073,0.018073,0.023038,0.0260683,0.0260683,0.0315425,0.0315425,0.0381398,0.0421555,0.0421555,0.063085,0.000965354,0.00310064,0.00438281
304,0.18176,0.18176,0.17633,0.17302,0.17302,0.000193948,0.000193948,0.000622786,0.000880217,0.000880217,0.0180461,0.0180461,0.0230474,0.0260993,0.0260993,0.031566,0.031566,0.038215,0.0422617,0.0422617,0.063132,0.000969742,0.00311393,0.00440109
305,0.181786,0.181786,0.176317,0.172985,0.172985,0.000194826,0.000194826,0.000625442,0.000883869,0.000883869,0.0180194,0.0180194,0.0230571,0.0261307,0.0261307,0.0315895,0.0315895,0.0382904,0.0423683,0.0423683,0.0631791,0.000974132,0.00312721,0.00441934
306,0.181811,0.181811,0.176305,0.17295,0.17295,0.000195705,0.000195705,0.000628098,0.000887518,0.000887518,0.0179929,0.0179929,0.023067,0.0261624,0.0261624,0.0316132,0.0316132,0.0383662,0.0424753,0.0424753,0.0632264,0.000978523,0.00314049,0.00443759
307,0.181837,0.181837,0.176292,0.172914,0.172914,0.000196583,0.000196583,0.000630752,0.000891164,0.000891164,0.0179665,0.0179665,0.0230773,0.0261945,0.0261945,0.031637,0.031637,0.0384423,0.0425827,0.0425827,0.0632739,0.000982915,0.00315376,0.00445582
308,0.181862,0.181862,0.176279,0.172878,0.172878,0.000197462,0.000197462,0.000633405,0.000894806,0.000894806,0.0179403,0.0179403,0.0230878,0.0262269,0.0262269,0.0316608,0.0316608,0.0385188,0.0426905,0.0426905,0.0633217,0.000987308,0.00316702,0.00447403
309,0.181887,0.181887,0.176265,0.172842,0.172842,0.00019834,0.00019834,0.000636056,0.000898445,0.000898445,0.0179143,0.0179143,0.0230986,0.0262596,0.0262596,0.0316848,0.0316848,0.0385955,0.0427988,0.0427988,0.0633696,0.000991701,0.00318028,0.00449222
310,0.181912,0.181912,0.176252,0.172805,0.172805,0.000199219,0.000199219,0.000638704,0.000902079,0.000902079,0.0178884,0.0178884,0.0231097,0.0262927,0.0262927,0.0317089,0.0317089,0.0386725,0.0429075,0.0429075,0.0634178,0.000996094,0.00319352,0.0045104
311,0.181937,0.181937,0.176238,0.172768,0.172768,0.000200097,0.000200097,0.000641351,0.000905709,0.000905709,0.0178627,0.0178627,0.023121,0.0263261,0.0263261,0.0317331,0.0317331,0.0387498,0.0430166,0.0430166,0.0634661,0.00100049,0.00320675,0.00452855
312,0.181962,0.181962,0.176223,0.172731,0.172731,0.000200975,0.000200975,0.000643994,0.000909334,0.000909334,0.0178372,0.0178372,0.0231327,0.0263598,0.0263598,0.0317573,0.0317573,0.0388275,0.0431261,0.0431261,0.0635147,0.00100488,0.00321997,0.00454667
313,0.181986,0.181986,0.176209,0.172693,0.172693,0.000201853,0.000201853,0.000646635,0.000912954,0.000912954,0.0178119,0.0178119,0.0231446,0.0263939,0.0263939,0.0317817,0.0317817,0.0389054,0.0432361,0.0432361,0.0635635,0.00100927,0.00323318,0.00456477
314,0.182011,0.182011,0.176194,0.172655,0.172655,0.000202731,0.000202731,0.000649273,0.000916568,0.000916568,0.0177868,0.0177868,0.0231568,0.0264283,0.0264283,0.0318062,0.0318062,0.0389837,0.0433464,0.0433464,0.0636124,0.00101365,0.00324636,0.00458284
315,0.182035,0.182035,0.176179,0.172617,0.172617,0.000203608,0.000203608,0.000651907,0.000920176,0.000920176,0.0177618,0.0177618,0.0231692,0.026463,0.026463,0.0318308,0.0318308,0.0390622,0.0434572,0.0434572,0.0636616,0.00101804,0.00325954,0.00460088
316,0.182059,0.182059,0.176164,0.172578,0.172578,0.000204484,0.000204484,0.000654538,0.000923777,0.000923777,0.0177369,0.0177369,0.0231819,0.026498,0.026498,0.0318555,0.0318555,0.0391411,0.0435684,0.0435684,0.063711,0.00102242,0.00327269,0.00461889
317,0.182082,0.182082,0.176148,0.172539,0.172539,0.00020536,0.00020536,0.000657164,0.000927372,0.000927372,0.0177123,0.0177123,0.023195,0.0265334,0.0265334,0.0318803,0.0318803,0.0392202,0.04368,0.04368,0.0637605,0.0010268,0.00328582,0.00463686
318,0.182106,0.182106,0.176132,0.1725,0.1725,0.000206236,0.000206236,0.000659786,0.00093096,0.00093096,0.0176878,0.0176878,0.0232082,0.026569,0.026569,0.0319052,0.0319052,0.0392997,0.043792,0.043792,0.0638103,0.00103118,0.00329893,0.0046548
319,0.182129,0.182129,0.176116,0.17246,0.17246,0.00020711,0.00020711,0.000662404,0.00093454,0.00093454,0.0176635,0.0176635,0.0232218,0.0266051,0.0266051,0.0319302,0.0319302,0.0393795,0.0439044,0.0439044,0.0638603,0.00103555,0.00331202,0.0046727
320,0.182153,0.182153,0.176099,0.172421,0.172421,0.000207983,0.000207983,0.000665017,0.000938112,0.000938112,0.0176394,0.0176394,0.0232356,0.0266414,0.0266414,0.0319552,0.0319552,0.0394595,0.0440173,0.0440173,0.0639105,0.00103992,0.00332509,0.00469056
321,0.182176,0.182176,0.176083,0.17238,0.17238,0.000208856,0.000208856,0.000667625,0.000941676,0.000941676,0.0176154,0.0176154,0.0232497,0.026678,0.026678,0.0319804,0.0319804,0.0395399,0.0441305,0.0441305,0.0639609,0.00104428,0.00333812,0.00470838
322,0.182199,0.182199,0.176066,0.17234,0.17234,0.000209728,0.000209728,0.000670227,0.000945231,0.000945231,0.0175916,0.0175916,0.023264,0.026715,0.026715,0.0320057,0.0320057,0.0396205,0.0442441,0.0442441,0.0640115,0.00104864,0.00335114,0.00472615
323,0.182221,0.182221,0.176049,0.172299,0.172299,0.000210598,0.000210598,0.000672824,0.000948777,0.000948777,0.017568,0.017568,0.0232786,0.0267522,0.0267522,0.0320311,0.0320311,0.0397015,0.0443582,0.0443582,0.0640623,0.00105299,0.00336412,0.00474388
324,0.182244,0.182244,0.176031,0.172258,0.172258,0.000211467,0.000211467,0.000675415,0.000952313,0.000952313,0.0175445,0.0175445,0.0232935,0.0267898,0.0267898,0.0320566,0.0320566,0.0397828,0.0444727,0.0444727,0.0641132,0.00105734,0.00337708,0.00476156
325,0.182266,0.182266,0.176013,0.172216,0.172216,0.000212335,0.000212335,0.000678,0.000955839,0.000955839,0.0175212,0.0175212,0.0233086,0.0268277,0.0268277,0.0320822,0.0320822,0.0398643,0.0445875,0.0445875,0.0641644,0.00106167,0.00339,0.0047792
326,0.182289,0.182289,0.175995,0.172175,0.172175,0.000213201,0.000213201,0.000680579,0.000959356,0.000959356,0.017498,0.017498,0.023324,0.0268659,0.0268659,0.0321079,0.0321079,0.0399461,0.0447028,0.0447028,0.0642158,0.00106601,0.00340289,0.00479678
327,0.182311,0.182311,0.175977,0.172133,0.172133,0.000214066,0.000214066,0.00068315,0.000962861,0.000962861,0.017475,0.017475,0.0233396,0.0269044,0.0269044,0.0321337,0.0321337,0.0400283,0.0448184,0.0448184,0.0642674,0.00107033,0.00341575,0.0048143
328,0.182333,0.182333,0.175959,0.17209,0.17209,0.00021493,0.00021493,0.000685715,0.000966355,0.000966355,0.0174522,0.0174522,0.0233555,0.0269432,0.0269432,0.0321596,0.0321596,0.0401107,0.0449345,0.0449345,0.0643192,0.00107465,0.00342857,0.00483178
329,0.182355,0.182355,0.17594,0.172048,0.172048,0.000215791,0.000215791,0.000688272,0.000969838,0.000969838,0.0174296,0.0174296,0.0233717,0.0269823,0.0269823,0.0321856,0.0321856,0.0401934,0.0450509,0.0450509,0.0643712,0.00107896,0.00344136,0.00484919
330,0.182376,0.182376,0.175921,0.172005,0.172005,0.000216651,0.000216651,0.000690822,0.000973309,0.000973309,0.0174071,0.0174071,0.0233881,0.0270217,0.0270217,0.0322117,0.0322117,0.0402765,0.0451678,0.0451678,0.0644234,0.00108326,0.00345411,0.00486655
331,0.182398,0.182398,0.175902,0.171962,0.171962,0.000217509,0.000217509,0.000693363,0.000976768,0.000976768,0.0173848,0.0173848,0.0234048,0.0270614,0.0270614,0.0322379,0.0322379,0.0403598,0.045285,0.045285,0.0644757,0.00108755,0.00346682,0.00488384
332,0.182419,0.182419,0.175882,0.171918,0.171918,0.000218365,0.000218365,0.000695897,0.000980213,0.000980213,0.0173626,0.0173626,0.0234217,0.0271013,0.0271013,0.0322642,0.0322642,0.0404433,0.0454026,0.0454026,0.0645283,0.00109183,0.00347948,0.00490107
333,0.18244,0.18244,0.175863,0.171875,0.171875,0.000219219,0.000219219,0.000698422,0.000983646,0.000983646,0.0173406,0.0173406,0.0234388,0.0271416,0.0271416,0.0322905,0.0322905,0.0405272,0.0455207,0.0455207,0.0645811,0.0010961,0.00349211,0.00491823
334,0.182461,0.182461,0.175843,0.171831,0.171831,0.000220071,0.000220071,0.000700938,0.000987065,0.000987065,0.0173187,0.0173187,0.0234562,0.0271822,0.0271822,0.032317,0.032317,0.0406114,0.0456391,0.0456391,0.0646341,0.00110036,0.00350469,0.00493533
335,0.182482,0.182482,0.175823,0.171786,0.171786,0.000220921,0.000220921,0.000703445,0.000990471,0.000990471,0.0172971,0.0172971,0.0234739,0.027223,0.027223,0.0323436,0.0323436,0.0406958,0.0457579,0.0457579,0.0646872,0.0011046,0.00351723,0.00495235
336,0.182503,0.182503,0.175802,0.171742,0.171742,0.000221768,0.000221768,0.000705943,0.000993862,0.000993862,0.0172755,0.0172755,0.0234918,0.0272642,0.0272642,0.0323703,0.0323703,0.0407806,0.045877,0.045877,0.0647406,0.00110884,0.00352972,0.00496931
337,0.182523,0.182523,0.175782,0.171697,0.171697,0.000222613,0.000222613,0.000708432,0.000997238,0.000997238,0.0172541,0.0172541,0.0235099,0.0273056,0.0273056,0.0323971,0.0323971,0.0408656,0.0459966,0.0459966,0.0647941,0.00111307,0.00354216,0.00498619
338,0.182544,0.182544,0.175761,0.171652,0.171652,0.000223455,0.000223455,0.00071091,0.0010006,0.0010006,0.0172329,0.0172329,0.0235283,0.0273473,0.0273473,0.0324239,0.0324239,0.0409509,0.0461165,0.0461165,0.0648478,0.00111728,0.00355455,0.005003
339,0.182564,0.182564,0.17574,0.171607,0.171607,0.000224295,0.000224295,0.000713378,0.00100394,0.00100394,0.0172119,0.0172119,0.0235469,0.0273893,0.0273893,0.0324509,0.0324509,0.0410364,0.0462368,0.0462368,0.0649018,0.00112148,0.00356689,0.00501972
340,0.182584,0.182584,0.175718,0.171561,0.171561,0.000225132,0.000225132,0.000715835,0.00100727,0.00100727,0.017191,0.017191,0.0235658,0.0274315,0.0274315,0.0324779,0.0324779,0.0411223,0.0463575,0.0463575,0.0649559,0.00112566,0.00357918,0.00503637
341,0.182604,0.182604,0.175697,0.171515,0.171515,0.000225967,0.000225967,0.000718282,0.00101059,0.00101059,0.0171702,0.0171702,0.0235848,0.027474,0.027474,0.0325051,0.0325051,0.0412084,0.0464785,0.0464785,0.0650102,0.00112983,0.00359141,0.00505294
342,0.182624,0.182624,0.175675,0.171469,0.171469,0.000226798,0.000226798,0.000720718,0.00101388,0.00101388,0.0171496,0.0171496,0.0236042,0.0275168,0.0275168,0.0325323,0.0325323,0.0412948,0.0465999,0.0465999,0.0650647,0.00113399,0.00360359,0.00506942
343,0.182643,0.182643,0.175653,0.171423,0.171423,0.000227626,0.000227626,0.000723142,0.00101716,0.00101716,0.0171292,0.0171292,0.0236237,0.0275599,0.0275599,0.0325597,0.0325597,0.0413815,0.0467217,0.0467217,0.0651194,0.00113813,0.00361571,0.00508582
344,0.182663,0.182663,0.175631,0.171376,0.171376,0.000228452,0.000228452,0.000725555,0.00102043,0.00102043,0.0171089,0.0171089,0.0236435,0.0276032,0.0276032,0.0325871,0.0325871,0.0414684,0.0468439,0.0468439,0.0651743,0.00114226,0.00362777,0.00510213
345,0.182682,0.182682,0.175609,0.17133,0.17133,0.000229274,0.000229274,0.000727955,0.00102367,0.00102367,0.0170887,0.0170887,0.0236635,0.0276468,0.0276468,0.0326147,0.0326147,0.0415556,0.0469664,0.0469664,0.0652293,0.00114637,0.00363978,0.00511834
346,0.182701,0.182701,0.175586,0.171282,0.171282,0.000230093,0.000230093,0.000730343,0.00102689,0.00102689,0.0170688,0.0170688,0.0236837,0.0276906,0.0276906,0.0326423,0.0326423,0.0416431,0.0470892,0.0470892,0.0652846,0.00115046,0.00365172,0.00513447
347,0.18272,0.18272,0.175563,0.171235,0.171235,0.000230908,0.000230908,0.000732719,0.0010301,0.0010301,0.0170489,0.0170489,0.0237042,0.0277347,0.0277347,0.03267,0.03267,0.0417308,0.0472125,0.0472125,0.06534,0.00115454,0.0036636,0.00515051
348,0.182739,0.182739,0.17554,0.171188,0.171188,0.000231721,0.000231721,0.000735082,0.00103329,0.00103329,0.0170292,0.0170292,0.0237248,0.0277791,0.0277791,0.0326978,0.0326978,0.0418188,0.047336,0.047336,0.0653956,0.0011586,0.00367541,0.00516644
349,0.182758,0.182758,0.175517,0.17114,0.17114,0.000232529,0.000232529,0.000737432,0.00103646,0.00103646,0.0170097,0.0170097,0.0237457,0.0278237,0.0278237,0.0327257,0.0327257,0.0419071,0.04746,0.04746,0.0654514,0.00116265,0.00368716,0.00518228
350,0.182776,0.182776,0.175493,0.171092,0.171092,0.000233334,0.000233334,0.000739768,0.0010396,0.0010396,0.0169903,0.0169903,0.0237668,0.0278685,0.0278685,0.0327537,0.0327537,0.0419956,0.0475842,0.0475842,0.0655074,0.00116667,0.00369884,0.00519802
351,0.182795,0.182795,0.17547,0.171044,0.171044,0.000234135,0.000234135,0.00074209,0.00104273,0.00104273,0.016971,0.016971,0.0237881,0.0279136,0.0279136,0.0327818,0.0327818,0.0420844,0.0477089,0.0477089,0.0655635,0.00117067,0.00371045,0.00521366
352,0.182813,0.182813,0.175446,0.170995,0.170995,0.000234932,0.000234932,0.000744399,0.00104584,0.00104584,0.0169519,0.0169519,0.0238097,0.0279589,0.0279589,0.0328099,0.0328099,0.0421734,0.0478338,0.0478338,0.0656198,0.00117466,0.00372199,0.00522919
353,0.182831,0.182831,0.175422,0.170947,0.170947,0.000235726,0.000235726,0.000746693,0.00104892,0.00104892,0.016933,0.016933,0.0238314,0.0280045,0.0280045,0.0328382,0.0328382,0.0422627,0.0479591,0.0479591,0.0656763,0.00117863,0.00373347,0.00524462
354,0.182849,0.182849,0.175398,0.170898,0.170898,0.000236515,0.000236515,0.000748973,0.00105199,0.00105199,0.0169142,0.0169142,0.0238533,0.0280502,0.0280502,0.0328665,0.0328665,0.0423523,0.0480848,0.0480848,0.065733,0.00118257,0.00374486,0.00525994
355,0.182867,0.182867,0.175373,0.170849,0.170849,0.0002373,0.0002373,0.000751238,0.00105503,0.00105503,0.0168955,0.0168955,0.0238755,0.0280963,0.0280963,0.0328949,0.0328949,0.0424421,0.0482108,0.0482108,0.0657899,0.0011865,0.00375619,0.00527515
356,0.182885,0.182885,0.175349,0.170799,0.170799,0.000238081,0.000238081,0.000753487,0.00105805,0.00105805,0.016877,0.016877,0.0238978,0.0281425,0.0281425,0.0329235,0.0329235,0.0425321,0.0483371,0.0483371,0.0658469,0.0011904,0.00376744,0.00529025
357,0.182903,0.182903,0.175324,0.17075,0.17075,0.000238858,0.000238858,0.000755721,0.00106105,0.00106105,0.0168586,0.0168586,0.0239204,0.028189,0.028189,0.0329521,0.0329521,0.0426224,0.0484637,0.0484637,0.0659041,0.00119429,0.00377861,0.00530524
358,0.18292,0.18292,0.175299,0.1707,0.1707,0.00023963,0.00023963,0.00075794,0.00106402,0.00106402,0.0168403,0.0168403,0.0239431,0.0282357,0.0282357,0.0329808,0.0329808,0.0427129,0.0485907,0.0485907,0.0659615,0.00119815,0.0037897,0.00532011
359,0.182937,0.182937,0.175274,0.17065,0.17065,0.000240397,0.000240397,0.000760142,0.00106697,0.00106697,0.0168222,0.0168222,0.0239661,0.0282826,0.0282826,0.0330095,0.0330095,0.0428037,0.048718,0.048718,0.0660191,0.00120199,0.00380071,0.00533486
360,0.182955,0.182955,0.175248,0.1706,0.1706,0.000241161,0.000241161,0.000762328,0.0010699,0.0010699,0.0168043,0.0168043,0.0239892,0.0283297,0.0283297,0.0330384,0.0330384,0.0428947,0.0488456,0.0488456,0.0660768,0.0012058,0.00381164,0.00534949
361,0.182972,0.182972,0.175223,0.17055,0.17055,0.000241919,0.000241919,0.000764498,0.0010728,0.0010728,0.0167864,0.0167864,0.0240126,0.0283771,0.0283771,0.0330673,0.0330673,0.042986,0.0489735,0.0489735,0.0661347,0.00120959,0.00382249,0.005364
362,0.182989,0.182989,0.175197,0.1705,0.1705,0.000242673,0.000242673,0.000766651,0.00107568,0.00107568,0.0167688,0.0167688,0.0240361,0.0284246,0.0284246,0.0330964,0.0330964,0.0430775,0.0491017,0.0491017,0.0661927,0.00121336,0.00383325,0.00537839
363,0.183005,0.183005,0.175171,0.170449,0.170449,0.000243421,0.000243421,0.000768786,0.00107853,0.00107853,0.0167512,0.0167512,0.0240598,0.0284724,0.0284724,0.0331255,0.0331255,0.0431692,0.0492303,0.0492303,0.0662509,0.00121711,0.00384393,0.00539266
364,0.183022,0.183022,0.175145,0.170398,0.170398,0.000244165,0.000244165,0.000770904,0.00108136,0.00108136,0.0167338,0.0167338,0.0240837,0.0285203,0.0285203,0.0331547,0.0331547,0.0432612,0.0493591,0.0493591,0.0663093,0.00122083,0.00385452,0.0054068
