t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
184,0.177316,0.177316,0.175626,0.174587,0.174587,0.000173075,0.000173075,0.000375841,0.000506168,0.000506168,0.0225106,0.0225106,0.023998,0.0249064,0.0249064,0.0294047,0.0294047,0.0312974,0.0324495,0.0324495,0.0588093,0.000865373,0.00187921,0.00253084
185,0.177362,0.177362,0.17565,0.174597,0.174597,0.000169532,0.000169532,0.000374267,0.000505637,0.000505637,0.022469,0.022469,0.0239761,0.0248972,0.0248972,0.0294211,0.0294211,0.0313396,0.032508,0.032508,0.0588422,0.000847659,0.00187134,0.00252818
186,0.177407,0.177407,0.175673,0.174607,0.174607,0.000166141,0.000166141,0.000372928,0.000505391,0.000505391,0.022427,0.022427,0.023954,0.024888,0.024888,0.0294373,0.0294373,0.0313818,0.0325668,0.0325668,0.0588746,0.000830705,0.00186464,0.00252695
187,0.177452,0.177452,0.175696,0.174616,0.174616,0.000162897,0.000162897,0.000371822,0.000505432,0.000505432,0.0223849,0.0223849,0.0239319,0.0248788,0.0248788,0.0294533,0.0294533,0.0314242,0.0326258,0.0326258,0.0589065,0.000814483,0.00185911,0.00252716
188,0.177498,0.177498,0.175719,0.174625,0.174625,0.000159793,0.000159793,0.00037095,0.000505763,0.000505763,0.0223424,0.0223424,0.0239097,0.0248697,0.0248697,0.029469,0.029469,0.0314666,0.0326851,0.0326851,0.058938,0.000798967,0.00185475,0.00252881
189,0.177543,0.177543,0.175742,0.174633,0.174633,0.000156827,0.000156827,0.000370311,0.000506385,0.000506385,0.0222997,0.0222997,0.0238874,0.0248606,0.0248606,0.0294845,0.0294845,0.0315093,0.0327448,0.0327448,0.058969,0.000784134,0.00185155,0.00253193
190,0.177589,0.177589,0.175765,0.174641,0.174641,0.000153992,0.000153992,0.000369905,0.000507304,0.000507304,0.0222568,0.0222568,0.0238652,0.0248516,0.0248516,0.0294998,0.0294998,0.031552,0.0328049,0.0328049,0.0589996,0.000769958,0.00184952,0.00253652
191,0.177635,0.177635,0.175787,0.174649,0.174649,0.000151284,0.000151284,0.000369733,0.000508522,0.000508522,0.0222137,0.0222137,0.023843,0.0248428,0.0248428,0.0295149,0.0295149,0.031595,0.0328654,0.0328654,0.0590298,0.000756418,0.00184866,0.00254261
192,0.177681,0.177681,0.175809,0.174656,0.174656,0.000148698,0.000148698,0.000369796,0.000510044,0.000510044,0.0221704,0.0221704,0.0238209,0.0248342,0.0248342,0.0295298,0.0295298,0.0316382,0.0329263,0.0329263,0.0590596,0.000743491,0.00184898,0.00255022
193,0.177727,0.177727,0.175831,0.174662,0.174662,0.000146232,0.000146232,0.000370097,0.000511874,0.000511874,0.0221269,0.0221269,0.0237988,0.0248258,0.0248258,0.0295445,0.0295445,0.0316817,0.0329878,0.0329878,0.0590891,0.000731158,0.00185048,0.00255937
194,0.177773,0.177773,0.175853,0.174668,0.174668,0.000143879,0.000143879,0.000370635,0.000514019,0.000514019,0.0220833,0.0220833,0.0237768,0.0248176,0.0248176,0.0295591,0.0295591,0.0317254,0.0330497,0.0330497,0.0591182,0.000719397,0.00185318,0.00257009
195,0.177819,0.177819,0.175874,0.174674,0.174674,0.000141638,0.000141638,0.000371415,0.000516483,0.000516483,0.0220395,0.0220395,0.023755,0.0248098,0.0248098,0.0295735,0.0295735,0.0317695,0.0331123,0.0331123,0.0591471,0.000708191,0.00185707,0.00258241
196,0.177865,0.177865,0.175894,0.174678,0.174678,0.000139504,0.000139504,0.000372438,0.000519274,0.000519274,0.0219956,0.0219956,0.0237334,0.0248022,0.0248022,0.0295878,0.0295878,0.0318139,0.0331756,0.0331756,0.0591756,0.000697522,0.00186219,0.00259637
197,0.177911,0.177911,0.175914,0.174683,0.174683,0.000137474,0.000137474,0.000373709,0.000522398,0.000522398,0.0219516,0.0219516,0.0237119,0.0247951,0.0247951,0.0296019,0.0296019,0.0318587,0.0332395,0.0332395,0.0592039,0.000687372,0.00186854,0.00261199
198,0.177957,0.177957,0.175934,0.174686,0.174686,0.000135625,0.000135625,0.000375138,0.000525662,0.000525662,0.0219074,0.0219074,0.0236907,0.0247883,0.0247883,0.029616,0.029616,0.0319039,0.0333039,0.0333039,0.059232,0.000678124,0.00187569,0.00262831
199,0.178003,0.178003,0.175954,0.174689,0.174689,0.000134018,0.000134018,0.000376632,0.000528874,0.000528874,0.0218632,0.0218632,0.0236697,0.0247819,0.0247819,0.0296301,0.0296301,0.0319492,0.0333686,0.0333686,0.0592603,0.000670088,0.00188316,0.00264437
200,0.178048,0.178048,0.175973,0.174692,0.174692,0.000132629,0.000132629,0.000378183,0.000532041,0.000532041,0.0218189,0.0218189,0.0236489,0.0247759,0.0247759,0.0296443,0.0296443,0.0319948,0.0334337,0.0334337,0.0592886,0.000663146,0.00189091,0.00266021
201,0.178094,0.178094,0.175992,0.174694,0.174694,0.000131439,0.000131439,0.000379785,0.000535169,0.000535169,0.0217746,0.0217746,0.0236283,0.0247703,0.0247703,0.0296585,0.0296585,0.0320406,0.0334991,0.0334991,0.059317,0.000657194,0.00189893,0.00267584
202,0.178139,0.178139,0.176011,0.174697,0.174697,0.000130427,0.000130427,0.000381435,0.000538263,0.000538263,0.0217303,0.0217303,0.023608,0.0247651,0.0247651,0.0296728,0.0296728,0.0320867,0.0335648,0.0335648,0.0593456,0.000652137,0.00190717,0.00269131
203,0.178184,0.178184,0.176029,0.174698,0.174698,0.000129578,0.000129578,0.000383127,0.000541329,0.000541329,0.021686,0.021686,0.023588,0.0247603,0.0247603,0.0296871,0.0296871,0.032133,0.0336308,0.0336308,0.0593742,0.000647888,0.00191563,0.00270664
204,0.178229,0.178229,0.176047,0.1747,0.1747,0.000128874,0.000128874,0.000384857,0.000544371,0.000544371,0.0216417,0.0216417,0.0235682,0.0247558,0.0247558,0.0297015,0.0297015,0.0321795,0.0336972,0.0336972,0.059403,0.00064437,0.00192428,0.00272185
205,0.178274,0.178274,0.176065,0.174701,0.174701,0.000128303,0.000128303,0.000386622,0.000547394,0.000547394,0.0215975,0.0215975,0.0235487,0.0247517,0.0247517,0.0297159,0.0297159,0.0322263,0.033764,0.033764,0.0594318,0.000641514,0.00193311,0.00273697
206,0.178319,0.178319,0.176082,0.174702,0.174702,0.000127851,0.000127851,0.00038842,0.0005504,0.0005504,0.0215533,0.0215533,0.0235294,0.0247479,0.0247479,0.0297304,0.0297304,0.0322733,0.033831,0.033831,0.0594608,0.000639256,0.0019421,0.002752
207,0.178363,0.178363,0.176099,0.174702,0.174702,0.000127508,0.000127508,0.000390247,0.000553394,0.000553394,0.0215092,0.0215092,0.0235104,0.0247445,0.0247445,0.029745,0.029745,0.0323206,0.0338984,0.0338984,0.0594899,0.00063754,0.00195124,0.00276697
208,0.178408,0.178408,0.176116,0.174702,0.174702,0.000127263,0.000127263,0.000392102,0.000556378,0.000556378,0.0214652,0.0214652,0.0234917,0.0247415,0.0247415,0.0297596,0.0297596,0.0323681,0.0339661,0.0339661,0.0595192,0.000636314,0.00196051,0.00278189
209,0.178452,0.178452,0.176133,0.174702,0.174702,0.000127106,0.000127106,0.000393982,0.000559355,0.000559355,0.0214213,0.0214213,0.0234732,0.0247388,0.0247388,0.0297743,0.0297743,0.0324158,0.0340342,0.0340342,0.0595485,0.000635532,0.00196991,0.00279677
210,0.178495,0.178495,0.176149,0.174701,0.174701,0.000127031,0.000127031,0.000395885,0.000562327,0.000562327,0.0213775,0.0213775,0.023455,0.0247365,0.0247365,0.029789,0.029789,0.0324638,0.0341026,0.0341026,0.059578,0.000635153,0.00197942,0.00281163
211,0.178539,0.178539,0.176165,0.1747,0.1747,0.000127028,0.000127028,0.00039781,0.000565296,0.000565296,0.0213338,0.0213338,0.0234371,0.0247345,0.0247345,0.0298038,0.0298038,0.0325121,0.0341714,0.0341714,0.0596077,0.000635138,0.00198905,0.00282648
212,0.178583,0.178583,0.176181,0.174699,0.174699,0.000127091,0.000127091,0.000399756,0.000568264,0.000568264,0.0212902,0.0212902,0.0234194,0.0247329,0.0247329,0.0298187,0.0298187,0.0325605,0.0342405,0.0342405,0.0596375,0.000635455,0.00199878,0.00284132
213,0.178626,0.178626,0.176196,0.174697,0.174697,0.000127214,0.000127214,0.000401722,0.000571232,0.000571232,0.0212468,0.0212468,0.023402,0.0247316,0.0247316,0.0298337,0.0298337,0.0326093,0.03431,0.03431,0.0596674,0.000636071,0.00200861,0.00285616
214,0.178669,0.178669,0.176211,0.174695,0.174695,0.000127392,0.000127392,0.000403706,0.000574203,0.000574203,0.0212035,0.0212035,0.0233849,0.0247307,0.0247307,0.0298487,0.0298487,0.0326582,0.0343798,0.0343798,0.0596974,0.00063696,0.00201853,0.00287101
215,0.178712,0.178712,0.176226,0.174693,0.174693,0.000127619,0.000127619,0.000405707,0.000577177,0.000577177,0.0211604,0.0211604,0.0233681,0.0247301,0.0247301,0.0298638,0.0298638,0.0327075,0.0344499,0.0344499,0.0597277,0.000638097,0.00202854,0.00288588
216,0.178755,0.178755,0.176241,0.17469,0.17469,0.000127892,0.000127892,0.000407725,0.000580155,0.000580155,0.0211173,0.0211173,0.0233516,0.0247298,0.0247298,0.029879,0.029879,0.0327569,0.0345204,0.0345204,0.059758,0.000639458,0.00203863,0.00290078
217,0.178797,0.178797,0.176255,0.174687,0.174687,0.000128205,0.000128205,0.000409759,0.00058314,0.00058314,0.0210745,0.0210745,0.0233353,0.02473,0.02473,0.0298943,0.0298943,0.0328067,0.0345913,0.0345913,0.0597885,0.000641025,0.0020488,0.0029157
218,0.17884,0.17884,0.176269,0.174683,0.174683,0.000128556,0.000128556,0.000411809,0.00058613,0.00058613,0.0210318,0.0210318,0.0233193,0.0247304,0.0247304,0.0299096,0.0299096,0.0328567,0.0346625,0.0346625,0.0598192,0.000642778,0.00205904,0.00293065
219,0.178882,0.178882,0.176282,0.17468,0.17468,0.00012894,0.00012894,0.000413873,0.000589128,0.000589128,0.0209893,0.0209893,0.0233036,0.0247313,0.0247313,0.029925,0.029925,0.0329069,0.0347341,0.0347341,0.05985,0.000644701,0.00206936,0.00294564
220,0.178924,0.178924,0.176296,0.174675,0.174675,0.000129356,0.000129356,0.000415951,0.000592134,0.000592134,0.0209469,0.0209469,0.0232882,0.0247324,0.0247324,0.0299405,0.0299405,0.0329574,0.034806,0.034806,0.059881,0.000646779,0.00207976,0.00296067
221,0.178966,0.178966,0.176309,0.174671,0.174671,0.0001298,0.0001298,0.000418043,0.000595149,0.000595149,0.0209047,0.0209047,0.0232731,0.0247339,0.0247339,0.0299561,0.0299561,0.0330081,0.0348783,0.0348783,0.0599121,0.000648999,0.00209022,0.00297575
222,0.179007,0.179007,0.176322,0.174666,0.174666,0.00013027,0.00013027,0.000420149,0.000598173,0.000598173,0.0208626,0.0208626,0.0232583,0.0247358,0.0247358,0.0299717,0.0299717,0.0330592,0.0349509,0.0349509,0.0599434,0.000651349,0.00210075,0.00299087
223,0.179048,0.179048,0.176334,0.174661,0.174661,0.000130763,0.000130763,0.000422268,0.000601207,0.000601207,0.0208208,0.0208208,0.0232437,0.024738,0.024738,0.0299874,0.0299874,0.0331104,0.0350239,0.0350239,0.0599748,0.000653817,0.00211134,0.00300603
224,0.17909,0.17909,0.176346,0.174655,0.174655,0.000131279,0.000131279,0.000424399,0.000604251,0.000604251,0.0207791,0.0207791,0.0232295,0.0247405,0.0247405,0.0300032,0.0300032,0.033162,0.0350973,0.0350973,0.0600064,0.000656393,0.002122,0.00302125
225,0.179131,0.179131,0.176358,0.174649,0.174649,0.000131814,0.000131814,0.000426543,0.000607305,0.000607305,0.0207375,0.0207375,0.0232155,0.0247434,0.0247434,0.0300191,0.0300191,0.0332138,0.0351711,0.0351711,0.0600382,0.00065907,0.00213272,0.00303653
226,0.179171,0.179171,0.176369,0.174643,0.174643,0.000132368,0.000132368,0.000428699,0.000610371,0.000610371,0.0206962,0.0206962,0.0232018,0.0247467,0.0247467,0.0300351,0.0300351,0.0332658,0.0352452,0.0352452,0.0600701,0.000661838,0.0021435,0.00305185
227,0.179212,0.179212,0.176381,0.174636,0.174636,0.000132938,0.000132938,0.000430867,0.000613448,0.000613448,0.020655,0.020655,0.0231884,0.0247503,0.0247503,0.0300511,0.0300511,0.0333181,0.0353196,0.0353196,0.0601022,0.00066469,0.00215434,0.00306724
228,0.179252,0.179252,0.176392,0.174629,0.174629,0.000133524,0.000133524,0.000433047,0.000616536,0.000616536,0.020614,0.020614,0.0231753,0.0247542,0.0247542,0.0300673,0.0300673,0.0333707,0.0353945,0.0353945,0.0601345,0.000667621,0.00216524,0.00308268
229,0.179293,0.179293,0.176402,0.174622,0.174622,0.000134125,0.000134125,0.000435239,0.000619635,0.000619635,0.0205732,0.0205732,0.0231625,0.0247585,0.0247585,0.0300835,0.0300835,0.0334236,0.0354697,0.0354697,0.0601669,0.000670623,0.00217619,0.00309818
230,0.179333,0.179333,0.176413,0.174614,0.174614,0.000134738,0.000134738,0.000437442,0.000622747,0.000622747,0.0205326,0.0205326,0.02315,0.0247632,0.0247632,0.0300998,0.0300998,0.0334767,0.0355453,0.0355453,0.0601995,0.000673692,0.00218721,0.00311373
231,0.179372,0.179372,0.176423,0.174606,0.174606,0.000135365,0.000135365,0.000439656,0.00062587,0.00062587,0.0204922,0.0204922,0.0231377,0.0247682,0.0247682,0.0301162,0.0301162,0.0335301,0.0356213,0.0356213,0.0602323,0.000676823,0.00219828,0.00312935
232,0.179412,0.179412,0.176432,0.174597,0.174597,0.000136002,0.000136002,0.000441881,0.000629006,0.000629006,0.0204519,0.0204519,0.0231258,0.0247736,0.0247736,0.0301326,0.0301326,0.0335837,0.0356977,0.0356977,0.0602653,0.000680011,0.0022094,0.00314503
233,0.179452,0.179452,0.176442,0.174589,0.174589,0.00013665,0.00013665,0.000444117,0.000632154,0.000632154,0.0204118,0.0204118,0.0231141,0.0247793,0.0247793,0.0301492,0.0301492,0.0336377,0.0357744,0.0357744,0.0602984,0.000683252,0.00222058,0.00316077
234,0.179491,0.179491,0.176451,0.174579,0.174579,0.000137309,0.000137309,0.000446364,0.000635314,0.000635314,0.020372,0.020372,0.0231028,0.0247853,0.0247853,0.0301658,0.0301658,0.0336919,0.0358515,0.0358515,0.0603317,0.000686543,0.00223182,0.00317657
235,0.17953,0.17953,0.17646,0.17457,0.17457,0.000137976,0.000137976,0.000448621,0.000638486,0.000638486,0.0203323,0.0203323,0.0230917,0.0247917,0.0247917,0.0301826,0.0301826,0.0337463,0.035929,0.035929,0.0603651,0.000689881,0.0022431,0.00319243
236,0.179569,0.179569,0.176468,0.17456,0.17456,0.000138652,0.000138652,0.000450889,0.000641671,0.000641671,0.0202928,0.0202928,0.023081,0.0247985,0.0247985,0.0301994,0.0301994,0.0338011,0.0360069,0.0360069,0.0603987,0.000693262,0.00225444,0.00320835
237,0.179607,0.179607,0.176476,0.17455,0.17455,0.000139337,0.000139337,0.000453167,0.000644868,0.000644868,0.0202534,0.0202534,0.0230705,0.0248056,0.0248056,0.0302163,0.0302163,0.0338561,0.0360851,0.0360851,0.0604326,0.000696684,0.00226584,0.00322434
238,0.179646,0.179646,0.176484,0.174539,0.174539,0.000140029,0.000140029,0.000455456,0.000648077,0.000648077,0.0202143,0.0202143,0.0230603,0.0248131,0.0248131,0.0302333,0.0302333,0.0339114,0.0361638,0.0361638,0.0604665,0.000700145,0.00227728,0.00324039
239,0.179684,0.179684,0.176492,0.174528,0.174528,0.000140728,0.000140728,0.000457755,0.000651299,0.000651299,0.0201754,0.0201754,0.0230504,0.0248209,0.0248209,0.0302504,0.0302504,0.033967,0.0362428,0.0362428,0.0605007,0.000703642,0.00228877,0.0032565
240,0.179722,0.179722,0.176499,0.174516,0.174516,0.000141435,0.000141435,0.000460063,0.000654533,0.000654533,0.0201366,0.0201366,0.0230408,0.0248291,0.0248291,0.0302675,0.0302675,0.0340229,0.0363222,0.0363222,0.060535,0.000707174,0.00230032,0.00327267
241,0.17976,0.17976,0.176506,0.174505,0.174505,0.000142148,0.000142148,0.000462382,0.00065778,0.00065778,0.020098,0.020098,0.0230315,0.0248376,0.0248376,0.0302848,0.0302848,0.034079,0.036402,0.036402,0.0605696,0.000710738,0.00231191,0.0032889
242,0.179797,0.179797,0.176513,0.174492,0.174492,0.000142867,0.000142867,0.000464711,0.000661038,0.000661038,0.0200596,0.0200596,0.0230225,0.0248465,0.0248465,0.0303021,0.0303021,0.0341354,0.0364823,0.0364823,0.0606043,0.000714333,0.00232355,0.00330519
243,0.179835,0.179835,0.176519,0.17448,0.17448,0.000143591,0.000143591,0.000467049,0.000664309,0.000664309,0.0200214,0.0200214,0.0230138,0.0248557,0.0248557,0.0303196,0.0303196,0.0341921,0.0365628,0.0365628,0.0606391,0.000717957,0.00233524,0.00332154
244,0.179872,0.179872,0.176525,0.174467,0.174467,0.000144322,0.000144322,0.000469397,0.000667592,0.000667592,0.0199834,0.0199834,0.0230054,0.0248653,0.0248653,0.0303371,0.0303371,0.0342491,0.0366438,0.0366438,0.0606742,0.000721609,0.00234698,0.00333796
245,0.179909,0.179909,0.176531,0.174454,0.174454,0.000145058,0.000145058,0.000471754,0.000670887,0.000670887,0.0199456,0.0199456,0.0229973,0.0248753,0.0248753,0.0303547,0.0303547,0.0343064,0.0367252,0.0367252,0.0607094,0.000725289,0.00235877,0.00335443
246,0.179946,0.179946,0.176536,0.17444,0.17444,0.000145799,0.000145799,0.000474121,0.000674193,0.000674193,0.019908,0.019908,0.0229895,0.0248856,0.0248856,0.0303724,0.0303724,0.0343639,0.036807,0.036807,0.0607448,0.000728993,0.0023706,0.00337097
247,0.179983,0.179983,0.176541,0.174426,0.174426,0.000146545,0.000146545,0.000476497,0.000677512,0.000677512,0.0198706,0.0198706,0.022982,0.0248963,0.0248963,0.0303902,0.0303902,0.0344218,0.0368892,0.0368892,0.0607805,0.000732723,0.00238249,0.00338756
248,0.180019,0.180019,0.176546,0.174412,0.174412,0.000147295,0.000147295,0.000478882,0.000680842,0.000680842,0.0198333,0.0198333,0.0229748,0.0249073,0.0249073,0.0304081,0.0304081,0.0344799,0.0369718,0.0369718,0.0608162,0.000736476,0.00239441,0.00340421
249,0.180056,0.180056,0.176551,0.174397,0.174397,0.00014805,0.00014805,0.000481277,0.000684184,0.000684184,0.0197963,0.0197963,0.0229679,0.0249187,0.0249187,0.0304261,0.0304261,0.0345383,0.0370548,0.0370548,0.0608522,0.000740252,0.00240638,0.00342092
250,0.180092,0.180092,0.176555,0.174382,0.174382,0.00014881,0.00014881,0.00048368,0.000687537,0.000687537,0.0197594,0.0197594,0.0229613,0.0249304,0.0249304,0.0304442,0.0304442,0.034597,0.0371382,0.0371382,0.0608884,0.00074405,0.0024184,0.00343768
251,0.180128,0.180128,0.176559,0.174367,0.174367,0.000149574,0.000149574,0.000486092,0.000690902,0.000690902,0.0197227,0.0197227,0.022955,0.0249425,0.0249425,0.0304624,0.0304624,0.034656,0.0372219,0.0372219,0.0609247,0.00074787,0.00243046,0.00345451
252,0.180163,0.180163,0.176563,0.174351,0.174351,0.000150342,0.000150342,0.000488513,0.000694277,0.000694277,0.0196862,0.0196862,0.0229489,0.024955,0.024955,0.0304806,0.0304806,0.0347153,0.0373061,0.0373061,0.0609613,0.00075171,0.00244256,0.00347139
253,0.180199,0.180199,0.176566,0.174335,0.174335,0.000151114,0.000151114,0.000490942,0.000697664,0.000697664,0.01965,0.01965,0.0229432,0.0249678,0.0249678,0.030499,0.030499,0.0347749,0.0373907,0.0373907,0.060998,0.000755569,0.00245471,0.00348832
254,0.180234,0.180234,0.176569,0.174318,0.174318,0.00015189,0.00015189,0.00049338,0.000701062,0.000701062,0.0196138,0.0196138,0.0229378,0.024981,0.024981,0.0305174,0.0305174,0.0348347,0.0374758,0.0374758,0.0610349,0.000759449,0.0024669,0.00350531
255,0.180269,0.180269,0.176571,0.174301,0.174301,0.000152669,0.000152669,0.000495827,0.00070447,0.00070447,0.0195779,0.0195779,0.0229327,0.0249946,0.0249946,0.030536,0.030536,0.0348949,0.0375612,0.0375612,0.061072,0.000763346,0.00247913,0.00352235
256,0.180304,0.180304,0.176574,0.174284,0.174284,0.000153453,0.000153453,0.000498281,0.000707889,0.000707889,0.0195422,0.0195422,0.0229279,0.0250085,0.0250085,0.0305546,0.0305546,0.0349554,0.037647,0.037647,0.0611093,0.000767263,0.00249141,0.00353945
257,0.180339,0.180339,0.176576,0.174266,0.174266,0.000154239,0.000154239,0.000500744,0.000711319,0.000711319,0.0195067,0.0195067,0.0229233,0.0250227,0.0250227,0.0305734,0.0305734,0.0350161,0.0377332,0.0377332,0.0611468,0.000771197,0.00250372,0.00355659
258,0.180374,0.180374,0.176578,0.174248,0.174248,0.00015503,0.00015503,0.000503214,0.000714759,0.000714759,0.0194713,0.0194713,0.0229191,0.0250374,0.0250374,0.0305922,0.0305922,0.0350772,0.0378199,0.0378199,0.0611844,0.000775148,0.00251607,0.00357379
259,0.180408,0.180408,0.176579,0.174229,0.174229,0.000155823,0.000155823,0.000505693,0.000718209,0.000718209,0.0194361,0.0194361,0.0229152,0.0250524,0.0250524,0.0306111,0.0306111,0.0351385,0.0379069,0.0379069,0.0612223,0.000779116,0.00252846,0.00359104
260,0.180442,0.180442,0.17658,0.174211,0.174211,0.00015662,0.00015662,0.000508179,0.000721668,0.000721668,0.0194012,0.0194012,0.0229116,0.0250677,0.0250677,0.0306302,0.0306302,0.0352001,0.0379944,0.0379944,0.0612603,0.0007831,0.0025409,0.00360834
261,0.180476,0.180476,0.176581,0.174191,0.174191,0.00015742,0.00015742,0.000510673,0.000725138,0.000725138,0.0193664,0.0193664,0.0229083,0.0250834,0.0250834,0.0306493,0.0306493,0.0352621,0.0380823,0.0380823,0.0612986,0.000787101,0.00255337,0.00362569
262,0.18051,0.18051,0.176582,0.174172,0.174172,0.000158223,0.000158223,0.000513174,0.000728617,0.000728617,0.0193318,0.0193318,0.0229052,0.0250995,0.0250995,0.0306685,0.0306685,0.0353243,0.0381706,0.0381706,0.061337,0.000791117,0.00256587,0.00364308
263,0.180544,0.180544,0.176582,0.174152,0.174152,0.00015903,0.00015903,0.000515683,0.000732105,0.000732105,0.0192974,0.0192974,0.0229025,0.0251159,0.0251159,0.0306878,0.0306878,0.0353869,0.0382593,0.0382593,0.0613757,0.000795148,0.00257842,0.00366053
264,0.180577,0.180577,0.176582,0.174132,0.174132,0.000159839,0.000159839,0.000518199,0.000735603,0.000735603,0.0192632,0.0192632,0.0229001,0.0251327,0.0251327,0.0307072,0.0307072,0.0354497,0.0383484,0.0383484,0.0614145,0.000799195,0.00259099,0.00367801
265,0.18061,0.18061,0.176581,0.174111,0.174111,0.000160651,0.000160651,0.000520722,0.000739109,0.000739109,0.0192291,0.0192291,0.022898,0.0251499,0.0251499,0.0307268,0.0307268,0.0355128,0.038438,0.038438,0.0614535,0.000803256,0.00260361,0.00369555
266,0.180643,0.180643,0.176581,0.17409,0.17409,0.000161466,0.000161466,0.000523252,0.000742624,0.000742624,0.0191953,0.0191953,0.0228962,0.0251674,0.0251674,0.0307464,0.0307464,0.0355763,0.0385279,0.0385279,0.0614927,0.000807331,0.00261626,0.00371312
267,0.180676,0.180676,0.17658,0.174069,0.174069,0.000162284,0.000162284,0.000525788,0.000746148,0.000746148,0.0191616,0.0191616,0.0228946,0.0251853,0.0251853,0.0307661,0.0307661,0.03564,0.0386183,0.0386183,0.0615321,0.00081142,0.00262894,0.00373074
268,0.180709,0.180709,0.176578,0.174047,0.174047,0.000163105,0.000163105,0.000528331,0.00074968,0.00074968,0.0191282,0.0191282,0.0228934,0.0252036,0.0252036,0.0307859,0.0307859,0.0357041,0.0387091,0.0387091,0.0615718,0.000815523,0.00264166,0.0037484
269,0.180741,0.180741,0.176577,0.174025,0.174025,0.000163928,0.000163928,0.000530881,0.00075322,0.00075322,0.0190949,0.0190949,0.0228925,0.0252222,0.0252222,0.0308058,0.0308058,0.0357684,0.0388004,0.0388004,0.0616116,0.00081964,0.0026544,0.0037661
270,0.180773,0.180773,0.176575,0.174002,0.174002,0.000164754,0.000164754,0.000533437,0.000756768,0.000756768,0.0190618,0.0190618,0.0228919,0.0252411,0.0252411,0.0308258,0.0308258,0.0358331,0.038892,0.038892,0.0616516,0.000823769,0.00266718,0.00378384
271,0.180806,0.180806,0.176572,0.173979,0.173979,0.000165582,0.000165582,0.000535999,0.000760324,0.000760324,0.0190289,0.0190289,0.0228916,0.0252605,0.0252605,0.0308459,0.0308459,0.035898,0.0389841,0.0389841,0.0616918,0.000827911,0.00267999,0.00380162
272,0.180837,0.180837,0.17657,0.173956,0.173956,0.000166413,0.000166413,0.000538567,0.000763887,0.000763887,0.0189962,0.0189962,0.0228915,0.0252802,0.0252802,0.0308661,0.0308661,0.0359633,0.0390766,0.0390766,0.0617322,0.000832065,0.00269283,0.00381943
273,0.180869,0.180869,0.176567,0.173932,0.173932,0.000167246,0.000167246,0.000541141,0.000767457,0.000767457,0.0189637,0.0189637,0.0228918,0.0253002,0.0253002,0.0308864,0.0308864,0.0360289,0.0391695,0.0391695,0.0617728,0.000836231,0.0027057,0.00383728
274,0.180901,0.180901,0.176564,0.173908,0.173908,0.000168082,0.000168082,0.00054372,0.000771034,0.000771034,0.0189313,0.0189313,0.0228924,0.0253207,0.0253207,0.0309068,0.0309068,0.0360947,0.0392628,0.0392628,0.0618136,0.00084041,0.0027186,0.00385517
275,0.180932,0.180932,0.17656,0.173884,0.173884,0.00016892,0.00016892,0.000546305,0.000774618,0.000774618,0.0188991,0.0188991,0.0228933,0.0253414,0.0253414,0.0309273,0.0309273,0.0361609,0.0393566,0.0393566,0.0618546,0.000844599,0.00273152,0.00387309
276,0.180963,0.180963,0.176557,0.173859,0.173859,0.00016976,0.00016976,0.000548895,0.000778208,0.000778208,0.0188672,0.0188672,0.0228944,0.0253626,0.0253626,0.0309479,0.0309479,0.0362274,0.0394508,0.0394508,0.0618958,0.0008488,0.00274448,0.00389104
277,0.180994,0.180994,0.176553,0.173834,0.173834,0.000170602,0.000170602,0.00055149,0.000781804,0.000781804,0.0188354,0.0188354,0.0228959,0.0253841,0.0253841,0.0309686,0.0309686,0.0362942,0.0395454,0.0395454,0.0619372,0.000853012,0.00275745,0.00390902
278,0.181025,0.181025,0.176548,0.173809,0.173809,0.000171447,0.000171447,0.000554091,0.000785407,0.000785407,0.0188038,0.0188038,0.0228977,0.025406,0.025406,0.0309894,0.0309894,0.0363613,0.0396405,0.0396405,0.0619788,0.000857235,0.00277045,0.00392703
279,0.181055,0.181055,0.176544,0.173783,0.173783,0.000172294,0.000172294,0.000556696,0.000789015,0.000789015,0.0187724,0.0187724,0.0228998,0.0254282,0.0254282,0.0310103,0.0310103,0.0364287,0.0397359,0.0397359,0.0620206,0.000861468,0.00278348,0.00394507
280,0.181086,0.181086,0.176539,0.173757,0.173757,0.000173142,0.000173142,0.000559305,0.000792628,0.000792628,0.0187411,0.0187411,0.0229021,0.0254508,0.0254508,0.0310313,0.0310313,0.0364965,0.0398318,0.0398318,0.0620626,0.000865711,0.00279653,0.00396314
281,0.181116,0.181116,0.176533,0.17373,0.17373,0.000173993,0.000173993,0.000561919,0.000796247,0.000796247,0.0187101,0.0187101,0.0229048,0.0254737,0.0254737,0.0310524,0.0310524,0.0365645,0.0399281,0.0399281,0.0621048,0.000869963,0.0028096,0.00398123
282,0.181146,0.181146,0.176528,0.173703,0.173703,0.000174845,0.000174845,0.000564537,0.00079987,0.00079987,0.0186792,0.0186792,0.0229078,0.025497,0.025497,0.0310736,0.0310736,0.0366328,0.0400249,0.0400249,0.0621472,0.000874226,0.00282269,0.00399935
