t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
675,0.182348,0.162807,0.162807,0.147993,0.147993,0.000176956,0.000475706,0.000475706,0.000706252,0.000706252,0.0174754,0.0367176,0.0367176,0.0513004,0.0513004,0.0564846,0.10245,0.10245,0.137936,0.137936,0.0564846,0.00088478,0.00237853,0.00353126
676,0.182374,0.162849,0.162849,0.148047,0.148047,0.00017794,0.000478432,0.000478432,0.000710368,0.000710368,0.0174483,0.0366727,0.0366727,0.0512426,0.0512426,0.0565063,0.102508,0.102508,0.138023,0.138023,0.0565063,0.000889698,0.00239216,0.00355184
677,0.1824,0.162891,0.162891,0.1481,0.1481,0.000178936,0.000481194,0.000481194,0.000714536,0.000714536,0.0174214,0.0366283,0.0366283,0.0511854,0.0511854,0.0565281,0.102567,0.102567,0.13811,0.13811,0.0565281,0.000894682,0.00240597,0.00357268
678,0.182425,0.162932,0.162932,0.148152,0.148152,0.000179947,0.000483991,0.000483991,0.000718757,0.000718757,0.0173946,0.0365843,0.0365843,0.0511289,0.0511289,0.0565501,0.102626,0.102626,0.138198,0.138198,0.0565501,0.000899733,0.00241995,0.00359379
679,0.182451,0.162972,0.162972,0.148204,0.148204,0.00018097,0.000486824,0.000486824,0.000723031,0.000723031,0.017368,0.0365408,0.0365408,0.051073,0.051073,0.0565722,0.102686,0.102686,0.138286,0.138286,0.0565722,0.000904851,0.00243412,0.00361516
680,0.182476,0.163013,0.163013,0.148255,0.148255,0.000182007,0.000489693,0.000489693,0.000727358,0.000727358,0.0173417,0.0364977,0.0364977,0.0510178,0.0510178,0.0565944,0.102746,0.102746,0.138375,0.138375,0.0565944,0.000910035,0.00244846,0.00363679
681,0.182501,0.163052,0.163052,0.148305,0.148305,0.000183058,0.000492598,0.000492598,0.000731738,0.000731738,0.0173155,0.0364551,0.0364551,0.0509632,0.0509632,0.0566167,0.102806,0.102806,0.138465,0.138465,0.0566167,0.000915288,0.00246299,0.00365869
682,0.182526,0.163092,0.163092,0.148354,0.148354,0.000184122,0.000495539,0.000495539,0.000736172,0.000736172,0.0172895,0.0364129,0.0364129,0.0509093,0.0509093,0.0566392,0.102866,0.102866,0.138555,0.138555,0.0566392,0.000920608,0.00247769,0.00368086
683,0.182551,0.16313,0.16313,0.148403,0.148403,0.000185199,0.000498517,0.000498517,0.00074066,0.00074066,0.0172637,0.0363712,0.0363712,0.0508561,0.0508561,0.0566618,0.102927,0.102927,0.138645,0.138645,0.0566618,0.000925996,0.00249258,0.0037033
684,0.182576,0.163168,0.163168,0.148451,0.148451,0.000186291,0.000501531,0.000501531,0.000745201,0.000745201,0.0172381,0.03633,0.03633,0.0508035,0.0508035,0.0566846,0.102989,0.102989,0.138737,0.138737,0.0566846,0.000931454,0.00250766,0.00372601
685,0.1826,0.163206,0.163206,0.148499,0.148499,0.000187396,0.000504582,0.000504582,0.000749797,0.000749797,0.0172128,0.0362892,0.0362892,0.0507516,0.0507516,0.0567075,0.103051,0.103051,0.138829,0.138829,0.0567075,0.00093698,0.00252291,0.00374899
686,0.182624,0.163243,0.163243,0.148545,0.148545,0.000188515,0.000507671,0.000507671,0.000754448,0.000754448,0.0171876,0.0362489,0.0362489,0.0507004,0.0507004,0.0567306,0.103113,0.103113,0.138921,0.138921,0.0567306,0.000942576,0.00253835,0.00377224
687,0.182648,0.16328,0.16328,0.148591,0.148591,0.000189648,0.000510796,0.000510796,0.000759154,0.000759154,0.0171626,0.0362091,0.0362091,0.0506499,0.0506499,0.0567538,0.103175,0.103175,0.139014,0.139014,0.0567538,0.000948241,0.00255398,0.00379577
688,0.182671,0.163316,0.163316,0.148636,0.148636,0.000190795,0.000513959,0.000513959,0.000763915,0.000763915,0.0171378,0.0361697,0.0361697,0.0506001,0.0506001,0.0567771,0.103238,0.103238,0.139108,0.139108,0.0567771,0.000953977,0.0025698,0.00381957
689,0.182695,0.163352,0.163352,0.14868,0.14868,0.000191957,0.00051716,0.00051716,0.000768731,0.000768731,0.0171132,0.0361308,0.0361308,0.0505509,0.0505509,0.0568006,0.103302,0.103302,0.139202,0.139202,0.0568006,0.000959783,0.0025858,0.00384366
690,0.182718,0.163387,0.163387,0.148724,0.148724,0.000193132,0.000520398,0.000520398,0.000773603,0.000773603,0.0170888,0.0360924,0.0360924,0.0505025,0.0505025,0.0568242,0.103365,0.103365,0.139297,0.139297,0.0568242,0.00096566,0.00260199,0.00386802
691,0.182741,0.163422,0.163422,0.148767,0.148767,0.000194322,0.000523674,0.000523674,0.000778531,0.000778531,0.0170646,0.0360545,0.0360545,0.0504547,0.0504547,0.056848,0.10343,0.10343,0.139392,0.139392,0.056848,0.000971608,0.00261837,0.00389266
692,0.182764,0.163456,0.163456,0.148809,0.148809,0.000195526,0.000526989,0.000526989,0.000783515,0.000783515,0.0170407,0.0360171,0.0360171,0.0504077,0.0504077,0.056872,0.103494,0.103494,0.139488,0.139488,0.056872,0.000977628,0.00263494,0.00391758
693,0.182786,0.16349,0.16349,0.14885,0.14885,0.000196744,0.000530341,0.000530341,0.000788555,0.000788555,0.0170169,0.0359801,0.0359801,0.0503614,0.0503614,0.0568961,0.103559,0.103559,0.139585,0.139585,0.0568961,0.000983719,0.00265171,0.00394278
694,0.182809,0.163523,0.163523,0.148891,0.148891,0.000197977,0.000533732,0.000533732,0.000793652,0.000793652,0.0169933,0.0359437,0.0359437,0.0503158,0.0503158,0.0569204,0.103625,0.103625,0.139682,0.139682,0.0569204,0.000989883,0.00266866,0.00396826
695,0.182831,0.163555,0.163555,0.14893,0.14893,0.000199224,0.000537162,0.000537162,0.000798806,0.000798806,0.01697,0.0359077,0.0359077,0.0502709,0.0502709,0.0569448,0.103691,0.103691,0.139781,0.139781,0.0569448,0.000996119,0.00268581,0.00399403
696,0.182853,0.163587,0.163587,0.148969,0.148969,0.000200486,0.000540631,0.000540631,0.000804017,0.000804017,0.0169468,0.0358723,0.0358723,0.0502268,0.0502268,0.0569694,0.103757,0.103757,0.139879,0.139879,0.0569694,0.00100243,0.00270315,0.00402008
697,0.182874,0.163618,0.163618,0.149007,0.149007,0.000201762,0.000544138,0.000544138,0.000809285,0.000809285,0.0169239,0.0358374,0.0358374,0.0501834,0.0501834,0.0569941,0.103824,0.103824,0.139979,0.139979,0.0569941,0.00100881,0.00272069,0.00404642
698,0.182896,0.163649,0.163649,0.149045,0.149045,0.000203053,0.000547684,0.000547684,0.00081461,0.00081461,0.0169012,0.0358029,0.0358029,0.0501407,0.0501407,0.057019,0.103891,0.103891,0.140079,0.140079,0.057019,0.00101527,0.00273842,0.00407305
699,0.182917,0.16368,0.16368,0.149081,0.149081,0.000204359,0.00055127,0.00055127,0.000819994,0.000819994,0.0168787,0.035769,0.035769,0.0500987,0.0500987,0.0570441,0.103959,0.103959,0.140179,0.140179,0.0570441,0.0010218,0.00275635,0.00409997
700,0.182938,0.16371,0.16371,0.149117,0.149117,0.00020568,0.000554895,0.000554895,0.000825435,0.000825435,0.0168564,0.0357356,0.0357356,0.0500575,0.0500575,0.0570693,0.104027,0.104027,0.140281,0.140281,0.0570693,0.0010284,0.00277447,0.00412717
701,0.182959,0.163739,0.163739,0.149152,0.149152,0.000207016,0.000558559,0.000558559,0.000830934,0.000830934,0.0168343,0.0357027,0.0357027,0.0500171,0.0500171,0.0570948,0.104095,0.104095,0.140383,0.140383,0.0570948,0.00103508,0.0027928,0.00415467
702,0.182979,0.163767,0.163767,0.149186,0.149186,0.000208366,0.000562263,0.000562263,0.000836491,0.000836491,0.0168125,0.0356703,0.0356703,0.0499774,0.0499774,0.0571203,0.104165,0.104165,0.140486,0.140486,0.0571203,0.00104183,0.00281132,0.00418245
703,0.182999,0.163796,0.163796,0.149219,0.149219,0.000209732,0.000566007,0.000566007,0.000842107,0.000842107,0.0167908,0.0356385,0.0356385,0.0499385,0.0499385,0.0571461,0.104234,0.104234,0.140589,0.140589,0.0571461,0.00104866,0.00283004,0.00421053
704,0.183019,0.163823,0.163823,0.149252,0.149252,0.000211113,0.000569791,0.000569791,0.000847781,0.000847781,0.0167694,0.0356071,0.0356071,0.0499003,0.0499003,0.057172,0.104304,0.104304,0.140694,0.140694,0.057172,0.00105556,0.00284896,0.0042389
705,0.183039,0.16385,0.16385,0.149284,0.149284,0.000212509,0.000573615,0.000573615,0.000853514,0.000853514,0.0167482,0.0355763,0.0355763,0.0498629,0.0498629,0.0571981,0.104375,0.104375,0.140799,0.140799,0.0571981,0.00106254,0.00286808,0.00426757
706,0.183059,0.163876,0.163876,0.149314,0.149314,0.00021392,0.000577479,0.000577479,0.000859306,0.000859306,0.0167272,0.0355461,0.0355461,0.0498263,0.0498263,0.0572244,0.104446,0.104446,0.140904,0.140904,0.0572244,0.0010696,0.0028874,0.00429653
707,0.183078,0.163902,0.163902,0.149344,0.149344,0.000215346,0.000581383,0.000581383,0.000865157,0.000865157,0.0167065,0.0355163,0.0355163,0.0497904,0.0497904,0.0572509,0.104517,0.104517,0.141011,0.141011,0.0572509,0.00107673,0.00290692,0.00432578
708,0.183097,0.163928,0.163928,0.149374,0.149374,0.000216787,0.000585328,0.000585328,0.000871067,0.000871067,0.016686,0.0354871,0.0354871,0.0497554,0.0497554,0.0572776,0.104589,0.104589,0.141118,0.141118,0.0572776,0.00108394,0.00292664,0.00435533
709,0.183116,0.163952,0.163952,0.149402,0.149402,0.000218244,0.000589313,0.000589313,0.000877036,0.000877036,0.0166657,0.0354585,0.0354585,0.0497211,0.0497211,0.0573044,0.104662,0.104662,0.141226,0.141226,0.0573044,0.00109122,0.00294657,0.00438518
710,0.183135,0.163976,0.163976,0.149429,0.149429,0.000219717,0.000593339,0.000593339,0.000883065,0.000883065,0.0166456,0.0354304,0.0354304,0.0496876,0.0496876,0.0573314,0.104735,0.104735,0.141335,0.141335,0.0573314,0.00109858,0.0029667,0.00441533
711,0.183153,0.164,0.164,0.149456,0.149456,0.000221204,0.000597405,0.000597405,0.000889153,0.000889153,0.0166257,0.0354028,0.0354028,0.0496549,0.0496549,0.0573586,0.104808,0.104808,0.141444,0.141444,0.0573586,0.00110602,0.00298703,0.00444577
712,0.183171,0.164023,0.164023,0.149482,0.149482,0.000222708,0.000601513,0.000601513,0.000895301,0.000895301,0.0166061,0.0353758,0.0353758,0.049623,0.049623,0.057386,0.104882,0.104882,0.141555,0.141555,0.057386,0.00111354,0.00300756,0.00447651
713,0.183189,0.164045,0.164045,0.149507,0.149507,0.000224226,0.000605661,0.000605661,0.000901509,0.000901509,0.0165867,0.0353494,0.0353494,0.049592,0.049592,0.0574136,0.104957,0.104957,0.141666,0.141666,0.0574136,0.00112113,0.0030283,0.00450754
714,0.183207,0.164067,0.164067,0.149531,0.149531,0.000225761,0.00060985,0.00060985,0.000907776,0.000907776,0.0165676,0.0353235,0.0353235,0.0495617,0.0495617,0.0574414,0.105032,0.105032,0.141777,0.141777,0.0574414,0.0011288,0.00304925,0.00453888
715,0.183224,0.164088,0.164088,0.149554,0.149554,0.000227311,0.00061408,0.00061408,0.000914104,0.000914104,0.0165486,0.0352982,0.0352982,0.0495323,0.0495323,0.0574694,0.105108,0.105108,0.14189,0.14189,0.0574694,0.00113655,0.0030704,0.00457052
716,0.183241,0.164108,0.164108,0.149576,0.149576,0.000228876,0.000618351,0.000618351,0.000920491,0.000920491,0.0165299,0.0352734,0.0352734,0.0495036,0.0495036,0.0574976,0.105184,0.105184,0.142003,0.142003,0.0574976,0.00114438,0.00309175,0.00460245
717,0.183258,0.164128,0.164128,0.149597,0.149597,0.000230457,0.000622663,0.000622663,0.000926938,0.000926938,0.0165115,0.0352492,0.0352492,0.0494758,0.0494758,0.057526,0.105261,0.105261,0.142118,0.142118,0.057526,0.00115229,0.00311331,0.00463469
718,0.183275,0.164147,0.164147,0.149618,0.149618,0.000232054,0.000627016,0.000627016,0.000933445,0.000933445,0.0164932,0.0352256,0.0352256,0.0494489,0.0494489,0.0575546,0.105338,0.105338,0.142233,0.142233,0.0575546,0.00116027,0.00313508,0.00466722
719,0.183291,0.164166,0.164166,0.149637,0.149637,0.000233667,0.000631411,0.000631411,0.000940012,0.000940012,0.0164752,0.0352025,0.0352025,0.0494227,0.0494227,0.0575833,0.105416,0.105416,0.142349,0.142349,0.0575833,0.00116833,0.00315705,0.00470006
720,0.183307,0.164184,0.164184,0.149656,0.149656,0.000235295,0.000635846,0.000635846,0.000946639,0.000946639,0.0164575,0.03518,0.03518,0.0493974,0.0493974,0.0576123,0.105494,0.105494,0.142465,0.142465,0.0576123,0.00117648,0.00317923,0.00473319
721,0.183323,0.164202,0.164202,0.149674,0.149674,0.000236939,0.000640323,0.000640323,0.000953326,0.000953326,0.01644,0.0351581,0.0351581,0.049373,0.049373,0.0576415,0.105573,0.105573,0.142583,0.142583,0.0576415,0.0011847,0.00320162,0.00476663
722,0.183339,0.164218,0.164218,0.149691,0.149691,0.000238599,0.000644841,0.000644841,0.000960072,0.000960072,0.0164227,0.0351368,0.0351368,0.0493494,0.0493494,0.0576709,0.105653,0.105653,0.142701,0.142701,0.0576709,0.001193,0.00322421,0.00480036
723,0.183354,0.164234,0.164234,0.149706,0.149706,0.000240275,0.000649401,0.000649401,0.000966879,0.000966879,0.0164057,0.0351161,0.0351161,0.0493266,0.0493266,0.0577006,0.105733,0.105733,0.142821,0.142821,0.0577006,0.00120137,0.003247,0.0048344
724,0.183369,0.16425,0.16425,0.149721,0.149721,0.000241967,0.000654001,0.000654001,0.000973746,0.000973746,0.0163889,0.035096,0.035096,0.0493048,0.0493048,0.0577304,0.105813,0.105813,0.142941,0.142941,0.0577304,0.00120983,0.00327001,0.00486873
725,0.183384,0.164265,0.164265,0.149736,0.149736,0.000243674,0.000658643,0.000658643,0.000980672,0.000980672,0.0163723,0.0350764,0.0350764,0.0492837,0.0492837,0.0577604,0.105894,0.105894,0.143062,0.143062,0.0577604,0.00121837,0.00329321,0.00490336
726,0.183399,0.164279,0.164279,0.149749,0.149749,0.000245397,0.000663326,0.000663326,0.000987658,0.000987658,0.0163561,0.0350575,0.0350575,0.0492636,0.0492636,0.0577907,0.105976,0.105976,0.143183,0.143183,0.0577907,0.00122699,0.00331663,0.00493829
727,0.183413,0.164293,0.164293,0.149761,0.149761,0.000247136,0.00066805,0.00066805,0.000994704,0.000994704,0.01634,0.0350391,0.0350391,0.0492443,0.0492443,0.0578212,0.106059,0.106059,0.143306,0.143306,0.0578212,0.00123568,0.00334025,0.00497352
728,0.183427,0.164306,0.164306,0.149772,0.149772,0.000248891,0.000672815,0.000672815,0.00100181,0.00100181,0.0163242,0.0350214,0.0350214,0.0492259,0.0492259,0.0578519,0.106142,0.106142,0.14343,0.14343,0.0578519,0.00124446,0.00336408,0.00500904
729,0.183441,0.164318,0.164318,0.149783,0.149783,0.000250662,0.000677621,0.000677621,0.00100897,0.00100897,0.0163086,0.0350043,0.0350043,0.0492084,0.0492084,0.0578828,0.106225,0.106225,0.143554,0.143554,0.0578828,0.00125331,0.00338811,0.00504487
730,0.183454,0.16433,0.16433,0.149792,0.149792,0.000252449,0.000682468,0.000682468,0.0010162,0.0010162,0.0162933,0.0349877,0.0349877,0.0491917,0.0491917,0.0579139,0.10631,0.10631,0.14368,0.14368,0.0579139,0.00126224,0.00341234,0.00508098
