t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
374,0.171143,0.144489,0.144489,0.123708,0.123708,0.000703862,0.00177015,0.00177015,0.00250766,0.00250766,0.0281529,0.0537407,0.0537407,0.0737845,0.0737845,0.0485744,0.0822599,0.0822599,0.10893,0.10893,0.0485744,0.00351931,0.00885074,0.0125383
375,0.171147,0.144453,0.144453,0.12365,0.12365,0.00069572,0.00174874,0.00174874,0.0024767,0.0024767,0.0281574,0.0537987,0.0537987,0.0738731,0.0738731,0.0486479,0.0824438,0.0824438,0.10919,0.10919,0.0486479,0.0034786,0.00874369,0.0123835
376,0.171151,0.144418,0.144418,0.123596,0.123596,0.00068763,0.00172751,0.00172751,0.00244602,0.00244602,0.0281609,0.053854,0.053854,0.0739578,0.0739578,0.0487205,0.0826254,0.0826254,0.109446,0.109446,0.0487205,0.00343815,0.00863753,0.0122301
377,0.171157,0.144387,0.144387,0.123546,0.123546,0.000679592,0.00170646,0.00170646,0.00241565,0.00241565,0.0281636,0.0539067,0.0539067,0.0740387,0.0740387,0.0487922,0.0828047,0.0828047,0.1097,0.1097,0.0487922,0.00339796,0.00853229,0.0120782
378,0.171163,0.144358,0.144358,0.123499,0.123499,0.00067161,0.0016856,0.0016856,0.00238557,0.00238557,0.0281652,0.0539569,0.0539569,0.0741159,0.0741159,0.0488631,0.0829818,0.0829818,0.10995,0.10995,0.0488631,0.00335805,0.00842798,0.0119279
379,0.17117,0.144331,0.144331,0.123455,0.123455,0.000663685,0.00166493,0.00166493,0.00235581,0.00235581,0.028166,0.0540045,0.0540045,0.0741893,0.0741893,0.0489331,0.0831566,0.0831566,0.110197,0.110197,0.0489331,0.00331843,0.00832463,0.011779
380,0.171178,0.144306,0.144306,0.123414,0.123414,0.00065582,0.00164445,0.00164445,0.00232635,0.00232635,0.0281658,0.0540496,0.0540496,0.0742592,0.0742592,0.0490022,0.0833292,0.0833292,0.11044,0.11044,0.0490022,0.0032791,0.00822224,0.0116318
381,0.171187,0.144284,0.144284,0.123377,0.123377,0.000648016,0.00162417,0.00162417,0.00229721,0.00229721,0.0281647,0.0540921,0.0540921,0.0743254,0.0743254,0.0490705,0.0834996,0.0834996,0.110681,0.110681,0.0490705,0.00324008,0.00812085,0.011486
382,0.171197,0.144264,0.144264,0.123344,0.123344,0.000640275,0.00160409,0.00160409,0.00226838,0.00226838,0.0281627,0.0541322,0.0541322,0.0743881,0.0743881,0.0491379,0.0836679,0.0836679,0.110919,0.110919,0.0491379,0.00320137,0.00802045,0.0113419
383,0.171208,0.144246,0.144246,0.123313,0.123313,0.000632598,0.00158421,0.00158421,0.00223987,0.00223987,0.0281598,0.0541699,0.0541699,0.0744472,0.0744472,0.0492045,0.0838341,0.0838341,0.111153,0.111153,0.0492045,0.00316299,0.00792107,0.0111994
384,0.171219,0.14423,0.14423,0.123285,0.123285,0.000624987,0.00156454,0.00156454,0.00221168,0.00221168,0.028156,0.0542051,0.0542051,0.0745029,0.0745029,0.0492702,0.0839981,0.0839981,0.111385,0.111385,0.0492702,0.00312494,0.00782271,0.0110584
385,0.171231,0.144217,0.144217,0.123261,0.123261,0.000617444,0.00154508,0.00154508,0.00218382,0.00218382,0.0281514,0.054238,0.054238,0.0745552,0.0745552,0.0493352,0.0841601,0.0841601,0.111613,0.111613,0.0493352,0.00308722,0.00772539,0.0109191
386,0.171244,0.144206,0.144206,0.12324,0.12324,0.000609969,0.00152582,0.00152582,0.00215628,0.00215628,0.0281459,0.0542685,0.0542685,0.074604,0.074604,0.0493993,0.08432,0.08432,0.111839,0.111839,0.0493993,0.00304985,0.00762911,0.0107814
387,0.171258,0.144196,0.144196,0.123221,0.123221,0.000602564,0.00150678,0.00150678,0.00212906,0.00212906,0.0281395,0.0542968,0.0542968,0.0746496,0.0746496,0.0494627,0.0844779,0.0844779,0.112062,0.112062,0.0494627,0.00301282,0.00753389,0.0106453
388,0.171272,0.144189,0.144189,0.123206,0.123206,0.000595231,0.00148795,0.00148795,0.00210217,0.00210217,0.0281323,0.0543227,0.0543227,0.0746919,0.0746919,0.0495252,0.0846338,0.0846338,0.112282,0.112282,0.0495252,0.00297615,0.00743973,0.0105109
389,0.171288,0.144184,0.144184,0.123193,0.123193,0.000587969,0.00146933,0.00146933,0.00207561,0.00207561,0.0281243,0.0543464,0.0543464,0.074731,0.074731,0.049587,0.0847877,0.0847877,0.112499,0.112499,0.049587,0.00293984,0.00734664,0.010378
390,0.171304,0.144181,0.144181,0.123184,0.123184,0.00058078,0.00145092,0.00145092,0.00204937,0.00204937,0.0281155,0.0543678,0.0543678,0.0747669,0.0747669,0.049648,0.0849397,0.0849397,0.112713,0.112713,0.049648,0.0029039,0.00725462,0.0102469
391,0.171321,0.14418,0.14418,0.123177,0.123177,0.000573664,0.00143274,0.00143274,0.00202346,0.00202346,0.0281058,0.0543871,0.0543871,0.0747996,0.0747996,0.0497082,0.0850897,0.0850897,0.112925,0.112925,0.0497082,0.00286832,0.00716368,0.0101173
392,0.171338,0.144181,0.144181,0.123173,0.123173,0.000566623,0.00141476,0.00141476,0.00199788,0.00199788,0.0280953,0.0544042,0.0544042,0.0748293,0.0748293,0.0497677,0.0852379,0.0852379,0.113134,0.113134,0.0497677,0.00283312,0.00707382,0.00998941
393,0.171356,0.144184,0.144184,0.123172,0.123172,0.000559658,0.00139701,0.00139701,0.00197263,0.00197263,0.0280841,0.0544192,0.0544192,0.0748559,0.0748559,0.0498265,0.0853842,0.0853842,0.11334,0.11334,0.0498265,0.00279829,0.00698504,0.00986314
394,0.171375,0.144188,0.144188,0.123173,0.123173,0.000552767,0.00137947,0.00137947,0.0019477,0.0019477,0.0280721,0.0544321,0.0544321,0.0748795,0.0748795,0.0498845,0.0855287,0.0855287,0.113544,0.113544,0.0498845,0.00276384,0.00689734,0.0097385
395,0.171395,0.144195,0.144195,0.123177,0.123177,0.000545953,0.00136215,0.00136215,0.0019231,0.0019231,0.0280593,0.0544429,0.0544429,0.0749001,0.0749001,0.0499418,0.0856713,0.0856713,0.113746,0.113746,0.0499418,0.00272977,0.00681073,0.00961549
396,0.171415,0.144203,0.144203,0.123183,0.123183,0.000539216,0.00134504,0.00134504,0.00189882,0.00189882,0.0280457,0.0544517,0.0544517,0.0749179,0.0749179,0.0499983,0.0858121,0.0858121,0.113944,0.113944,0.0499983,0.00269608,0.00672521,0.00949411
397,0.171436,0.144213,0.144213,0.123192,0.123192,0.000532556,0.00132815,0.00132815,0.00187487,0.00187487,0.0280315,0.0544584,0.0544584,0.0749328,0.0749328,0.0500542,0.0859512,0.0859512,0.11414,0.11414,0.0500542,0.00266278,0.00664077,0.00937435
398,0.171458,0.144225,0.144225,0.123204,0.123204,0.000525973,0.00131148,0.00131148,0.00185124,0.00185124,0.0280164,0.0544632,0.0544632,0.0749449,0.0749449,0.0501094,0.0860886,0.0860886,0.114334,0.114334,0.0501094,0.00262986,0.00655741,0.0092562
399,0.17148,0.144239,0.144239,0.123218,0.123218,0.000519467,0.00129503,0.00129503,0.00182793,0.00182793,0.0280007,0.0544661,0.0544661,0.0749542,0.0749542,0.0501639,0.0862242,0.0862242,0.114526,0.114526,0.0501639,0.00259734,0.00647514,0.00913966
400,0.171503,0.144254,0.144254,0.123234,0.123234,0.00051304,0.00127879,0.00127879,0.00180494,0.00180494,0.0279842,0.054467,0.054467,0.0749608,0.0749608,0.0502177,0.0863581,0.0863581,0.114715,0.114715,0.0502177,0.0025652,0.00639395,0.00902472
401,0.171526,0.144271,0.144271,0.123253,0.123253,0.00050669,0.00126277,0.00126277,0.00178228,0.00178228,0.0279671,0.0544661,0.0544661,0.0749647,0.0749647,0.0502708,0.0864904,0.0864904,0.114901,0.114901,0.0502708,0.00253345,0.00631383,0.00891138
402,0.17155,0.14429,0.14429,0.123274,0.123274,0.000500418,0.00124696,0.00124696,0.00175992,0.00175992,0.0279493,0.0544633,0.0544633,0.074966,0.074966,0.0503233,0.086621,0.086621,0.115086,0.115086,0.0503233,0.00250209,0.00623478,0.00879961
403,0.171575,0.14431,0.14431,0.123297,0.123297,0.000494224,0.00123136,0.00123136,0.00173788,0.00173788,0.0279307,0.0544587,0.0544587,0.0749647,0.0749647,0.0503752,0.08675,0.08675,0.115268,0.115268,0.0503752,0.00247112,0.0061568,0.00868942
404,0.1716,0.144332,0.144332,0.123323,0.123323,0.000488108,0.00121598,0.00121598,0.00171616,0.00171616,0.0279116,0.0544523,0.0544523,0.0749608,0.0749608,0.0504264,0.0868774,0.0868774,0.115447,0.115447,0.0504264,0.00244054,0.00607989,0.00858079
405,0.171626,0.144355,0.144355,0.123351,0.123351,0.000482069,0.00120081,0.00120081,0.00169474,0.00169474,0.0278917,0.0544441,0.0544441,0.0749545,0.0749545,0.0504769,0.0870032,0.0870032,0.115625,0.115625,0.0504769,0.00241035,0.00600403,0.00847372
406,0.171653,0.14438,0.14438,0.123381,0.123381,0.000476109,0.00118585,0.00118585,0.00167364,0.00167364,0.0278712,0.0544342,0.0544342,0.0749457,0.0749457,0.0505269,0.0871275,0.0871275,0.1158,0.1158,0.0505269,0.00238054,0.00592923,0.00836818
407,0.17168,0.144406,0.144406,0.123413,0.123413,0.000470225,0.00117109,0.00117109,0.00165283,0.00165283,0.0278501,0.0544226,0.0544226,0.0749344,0.0749344,0.0505762,0.0872503,0.0872503,0.115974,0.115974,0.0505762,0.00235113,0.00585547,0.00826417
408,0.171707,0.144434,0.144434,0.123447,0.123447,0.000464419,0.00115655,0.00115655,0.00163234,0.00163234,0.0278284,0.0544094,0.0544094,0.0749208,0.0749208,0.0506249,0.0873715,0.0873715,0.116145,0.116145,0.0506249,0.0023221,0.00578274,0.00816168
409,0.171735,0.144463,0.144463,0.123483,0.123483,0.000458691,0.00114221,0.00114221,0.00161214,0.00161214,0.027806,0.0543944,0.0543944,0.0749049,0.0749049,0.0506731,0.0874913,0.0874913,0.116314,0.116314,0.0506731,0.00229345,0.00571106,0.0080607
410,0.171764,0.144494,0.144494,0.123521,0.123521,0.000453038,0.00112808,0.00112808,0.00159224,0.00159224,0.0277831,0.0543779,0.0543779,0.0748867,0.0748867,0.0507206,0.0876097,0.0876097,0.116481,0.116481,0.0507206,0.00226519,0.00564039,0.00796121
411,0.171793,0.144526,0.144526,0.123561,0.123561,0.000447462,0.00111415,0.00111415,0.00157264,0.00157264,0.0277595,0.0543598,0.0543598,0.0748662,0.0748662,0.0507676,0.0877266,0.0877266,0.116646,0.116646,0.0507676,0.00223731,0.00557075,0.00786319
412,0.171823,0.14456,0.14456,0.123603,0.123603,0.000441963,0.00110042,0.00110042,0.00155333,0.00155333,0.0277354,0.0543401,0.0543401,0.0748435,0.0748435,0.050814,0.087842,0.087842,0.116809,0.116809,0.050814,0.00220981,0.00550211,0.00776664
413,0.171853,0.144594,0.144594,0.123647,0.123647,0.000436538,0.0010869,0.0010869,0.00153431,0.00153431,0.0277107,0.0543188,0.0543188,0.0748186,0.0748186,0.0508598,0.0879561,0.0879561,0.11697,0.11697,0.0508598,0.00218269,0.00543448,0.00767154
414,0.171883,0.14463,0.14463,0.123693,0.123693,0.000431189,0.00107357,0.00107357,0.00151557,0.00151557,0.0276854,0.0542961,0.0542961,0.0747916,0.0747916,0.0509051,0.0880688,0.0880688,0.117129,0.117129,0.0509051,0.00215595,0.00536783,0.00757787
415,0.171914,0.144668,0.144668,0.12374,0.12374,0.000425915,0.00106044,0.00106044,0.00149713,0.00149713,0.0276596,0.0542719,0.0542719,0.0747625,0.0747625,0.0509498,0.0881802,0.0881802,0.117287,0.117287,0.0509498,0.00212957,0.00530218,0.00748563
416,0.171946,0.144706,0.144706,0.12379,0.12379,0.000420714,0.0010475,0.0010475,0.00147896,0.00147896,0.0276333,0.0542462,0.0542462,0.0747314,0.0747314,0.050994,0.0882903,0.0882903,0.117442,0.117442,0.050994,0.00210357,0.0052375,0.00739479
417,0.171978,0.144746,0.144746,0.123841,0.123841,0.000415588,0.00103476,0.00103476,0.00146107,0.00146107,0.0276064,0.0542191,0.0542191,0.0746982,0.0746982,0.0510377,0.088399,0.088399,0.117596,0.117596,0.0510377,0.00207794,0.00517378,0.00730535
418,0.17201,0.144787,0.144787,0.123893,0.123893,0.000410535,0.0010222,0.0010222,0.00144346,0.00144346,0.027579,0.0541906,0.0541906,0.074663,0.074663,0.0510808,0.0885065,0.0885065,0.117748,0.117748,0.0510808,0.00205267,0.00511102,0.00721728
419,0.172043,0.144829,0.144829,0.123948,0.123948,0.000405554,0.00100984,0.00100984,0.00142611,0.00142611,0.0275511,0.0541608,0.0541608,0.074626,0.074626,0.0511235,0.0886127,0.0886127,0.117898,0.117898,0.0511235,0.00202777,0.00504921,0.00713057
420,0.172077,0.144873,0.144873,0.124004,0.124004,0.000400645,0.000997667,0.000997667,0.00140904,0.00140904,0.0275227,0.0541295,0.0541295,0.074587,0.074587,0.0511656,0.0887176,0.0887176,0.118046,0.118046,0.0511656,0.00200323,0.00498834,0.00704521
421,0.17211,0.144917,0.144917,0.124062,0.124062,0.000395808,0.000985678,0.000985678,0.00139224,0.00139224,0.0274938,0.054097,0.054097,0.0745461,0.0745461,0.0512072,0.0888214,0.0888214,0.118193,0.118193,0.0512072,0.00197904,0.00492839,0.00696118
422,0.172145,0.144963,0.144963,0.124121,0.124121,0.000391042,0.000973873,0.000973873,0.00137569,0.00137569,0.0274644,0.0540632,0.0540632,0.0745034,0.0745034,0.0512484,0.0889239,0.0889239,0.118338,0.118338,0.0512484,0.00195521,0.00486936,0.00687847
423,0.172179,0.14501,0.14501,0.124182,0.124182,0.000386346,0.000962249,0.000962249,0.00135941,0.00135941,0.0274346,0.0540281,0.0540281,0.074459,0.074459,0.051289,0.0890252,0.0890252,0.118481,0.118481,0.051289,0.00193173,0.00481124,0.00679706
424,0.172214,0.145057,0.145057,0.124244,0.124244,0.000381719,0.000950805,0.000950805,0.00134339,0.00134339,0.0274043,0.0539917,0.0539917,0.0744127,0.0744127,0.0513292,0.0891254,0.0891254,0.118623,0.118623,0.0513292,0.0019086,0.00475402,0.00671693
425,0.172249,0.145106,0.145106,0.124308,0.124308,0.000377162,0.000939538,0.000939538,0.00132761,0.00132761,0.0273735,0.0539541,0.0539541,0.0743648,0.0743648,0.0513689,0.0892244,0.0892244,0.118763,0.118763,0.0513689,0.00188581,0.00469769,0.00663807
426,0.172285,0.145156,0.145156,0.124373,0.124373,0.000372672,0.000928448,0.000928448,0.00131209,0.00131209,0.0273423,0.0539153,0.0539153,0.0743151,0.0743151,0.0514082,0.0893223,0.0893223,0.118901,0.118901,0.0514082,0.00186336,0.00464224,0.00656046
427,0.172321,0.145207,0.145207,0.124439,0.124439,0.000368251,0.00091753,0.00091753,0.00129682,0.00129682,0.0273107,0.0538754,0.0538754,0.0742638,0.0742638,0.051447,0.0894191,0.0894191,0.119038,0.119038,0.051447,0.00184125,0.00458765,0.00648409
428,0.172357,0.145259,0.145259,0.124507,0.124507,0.000363896,0.000906784,0.000906784,0.00128179,0.00128179,0.0272786,0.0538343,0.0538343,0.0742108,0.0742108,0.0514854,0.0895148,0.0895148,0.119174,0.119174,0.0514854,0.00181948,0.00453392,0.00640894
429,0.172394,0.145312,0.145312,0.124577,0.124577,0.000359607,0.000896208,0.000896208,0.001267,0.001267,0.0272461,0.053792,0.053792,0.0741563,0.0741563,0.0515233,0.0896094,0.0896094,0.119308,0.119308,0.0515233,0.00179804,0.00448104,0.00633499
430,0.172431,0.145366,0.145366,0.124647,0.124647,0.000355384,0.000885799,0.000885799,0.00125245,0.00125245,0.0272132,0.0537487,0.0537487,0.0741002,0.0741002,0.0515608,0.089703,0.089703,0.11944,0.11944,0.0515608,0.00177692,0.00442899,0.00626223
431,0.172469,0.14542,0.14542,0.124719,0.124719,0.000351226,0.000875555,0.000875555,0.00123813,0.00123813,0.02718,0.0537043,0.0537043,0.0740426,0.0740426,0.0515978,0.0897955,0.0897955,0.119571,0.119571,0.0515978,0.00175613,0.00437777,0.00619065
432,0.172507,0.145476,0.145476,0.124792,0.124792,0.000347132,0.000865474,0.000865474,0.00122405,0.00122405,0.0271463,0.0536588,0.0536588,0.0739835,0.0739835,0.0516345,0.089887,0.089887,0.119701,0.119701,0.0516345,0.00173566,0.00432737,0.00612023
433,0.172545,0.145532,0.145532,0.124867,0.124867,0.000343101,0.000855554,0.000855554,0.00121019,0.00121019,0.0271122,0.0536122,0.0536122,0.0739229,0.0739229,0.0516707,0.0899775,0.0899775,0.119829,0.119829,0.0516707,0.0017155,0.00427777,0.00605095
434,0.172583,0.14559,0.14559,0.124943,0.124943,0.000339132,0.000845794,0.000845794,0.00119656,0.00119656,0.0270778,0.0535647,0.0535647,0.0738609,0.0738609,0.0517066,0.090067,0.090067,0.119956,0.119956,0.0517066,0.00169566,0.00422897,0.00598279
435,0.172622,0.145648,0.145648,0.125019,0.125019,0.000335226,0.00083619,0.00083619,0.00118315,0.00118315,0.027043,0.0535161,0.0535161,0.0737974,0.0737974,0.051742,0.0901555,0.0901555,0.120081,0.120081,0.051742,0.00167613,0.00418095,0.00591575
436,0.172661,0.145707,0.145707,0.125097,0.125097,0.000331381,0.000826741,0.000826741,0.00116996,0.00116996,0.0270079,0.0534666,0.0534666,0.0737326,0.0737326,0.0517771,0.0902431,0.0902431,0.120205,0.120205,0.0517771,0.0016569,0.00413371,0.0058498
437,0.1727,0.145766,0.145766,0.125177,0.125177,0.000327596,0.000817445,0.000817445,0.00115699,0.00115699,0.0269724,0.0534161,0.0534161,0.0736665,0.0736665,0.0518117,0.0903297,0.0903297,0.120328,0.120328,0.0518117,0.00163798,0.00408723,0.00578494
438,0.17274,0.145827,0.145827,0.125257,0.125257,0.000323871,0.0008083,0.0008083,0.00114423,0.00114423,0.0269365,0.0533647,0.0533647,0.073599,0.073599,0.051846,0.0904154,0.0904154,0.120449,0.120449,0.051846,0.00161935,0.0040415,0.00572114
439,0.172779,0.145888,0.145888,0.125338,0.125338,0.000320204,0.000799303,0.000799303,0.00113168,0.00113168,0.0269003,0.0533124,0.0533124,0.0735302,0.0735302,0.0518799,0.0905002,0.0905002,0.12057,0.12057,0.0518799,0.00160102,0.00399652,0.00565839
440,0.17282,0.14595,0.14595,0.12542,0.12542,0.000316596,0.000790453,0.000790453,0.00111933,0.00111933,0.0268639,0.0532591,0.0532591,0.0734602,0.0734602,0.0519135,0.0905841,0.0905841,0.120689,0.120689,0.0519135,0.00158298,0.00395227,0.00559667
441,0.17286,0.146013,0.146013,0.125504,0.125504,0.000313046,0.000781748,0.000781748,0.0011072,0.0011072,0.026827,0.053205,0.053205,0.073389,0.073389,0.0519466,0.0906672,0.0906672,0.120806,0.120806,0.0519466,0.00156523,0.00390874,0.00553598
442,0.172901,0.146077,0.146077,0.125588,0.125588,0.000309552,0.000773185,0.000773185,0.00109526,0.00109526,0.0267899,0.05315,0.05315,0.0733165,0.0733165,0.0519795,0.0907493,0.0907493,0.120923,0.120923,0.0519795,0.00154776,0.00386593,0.00547629
443,0.172941,0.146141,0.146141,0.125674,0.125674,0.000306114,0.000764763,0.000764763,0.00108352,0.00108352,0.0267525,0.0530942,0.0530942,0.0732429,0.0732429,0.052012,0.0908306,0.0908306,0.121038,0.121038,0.052012,0.00153057,0.00382382,0.0054176
444,0.172982,0.146206,0.146206,0.12576,0.12576,0.000302732,0.00075648,0.00075648,0.00107198,0.00107198,0.0267148,0.0530376,0.0530376,0.0731681,0.0731681,0.0520441,0.0909111,0.0909111,0.121153,0.121153,0.0520441,0.00151366,0.0037824,0.00535988
445,0.173024,0.146271,0.146271,0.125847,0.125847,0.000299404,0.000748334,0.000748334,0.00106062,0.00106062,0.0266768,0.0529802,0.0529802,0.0730921,0.0730921,0.0520759,0.0909908,0.0909908,0.121266,0.121266,0.0520759,0.00149702,0.00374167,0.00530312
446,0.173065,0.146338,0.146338,0.125935,0.125935,0.00029613,0.000740322,0.000740322,0.00104946,0.00104946,0.0266385,0.052922,0.052922,0.0730151,0.0730151,0.0521074,0.0910696,0.0910696,0.121378,0.121378,0.0521074,0.00148065,0.00370161,0.00524732
447,0.173107,0.146405,0.146405,0.126025,0.126025,0.000292909,0.000732443,0.000732443,0.00103849,0.00103849,0.0265999,0.052863,0.052863,0.072937,0.072937,0.0521385,0.0911477,0.0911477,0.121488,0.121488,0.0521385,0.00146454,0.00366221,0.00519244
448,0.173149,0.146472,0.146472,0.126114,0.126114,0.00028974,0.000724694,0.000724694,0.0010277,0.0010277,0.0265611,0.0528032,0.0528032,0.0728578,0.0728578,0.0521693,0.0912249,0.0912249,0.121598,0.121598,0.0521693,0.0014487,0.00362347,0.00513849
449,0.173191,0.14654,0.14654,0.126205,0.126205,0.000286623,0.000717075,0.000717075,0.00101709,0.00101709,0.026522,0.0527428,0.0527428,0.0727776,0.0727776,0.0521999,0.0913014,0.0913014,0.121707,0.121707,0.0521999,0.00143311,0.00358538,0.00508545
450,0.173234,0.146609,0.146609,0.126297,0.126297,0.000283557,0.000709583,0.000709583,0.00100666,0.00100666,0.0264827,0.0526816,0.0526816,0.0726964,0.0726964,0.0522301,0.0913772,0.0913772,0.121814,0.121814,0.0522301,0.00141778,0.00354792,0.00503329
451,0.173276,0.146678,0.146678,0.126389,0.126389,0.000280541,0.000702216,0.000702216,0.000996405,0.000996405,0.0264431,0.0526197,0.0526197,0.0726142,0.0726142,0.05226,0.0914522,0.0914522,0.121921,0.121921,0.05226,0.0014027,0.00351108,0.00498202
452,0.173319,0.146748,0.146748,0.126483,0.126483,0.000277574,0.000694973,0.000694973,0.000986324,0.000986324,0.0264032,0.0525572,0.0525572,0.0725311,0.0725311,0.0522896,0.0915265,0.0915265,0.122027,0.122027,0.0522896,0.00138787,0.00347486,0.00493162
453,0.173362,0.146818,0.146818,0.126577,0.126577,0.000274657,0.000687851,0.000687851,0.000976413,0.000976413,0.0263632,0.0524939,0.0524939,0.072447,0.072447,0.0523189,0.0916,0.0916,0.122131,0.122131,0.0523189,0.00137328,0.00343926,0.00488207
454,0.173405,0.146889,0.146889,0.126671,0.126671,0.000271788,0.000680849,0.000680849,0.000966671,0.000966671,0.0263229,0.0524301,0.0524301,0.072362,0.072362,0.0523479,0.0916729,0.0916729,0.122235,0.122235,0.0523479,0.00135894,0.00340425,0.00483336
455,0.173449,0.14696,0.14696,0.126767,0.126767,0.000268966,0.000673965,0.000673965,0.000957094,0.000957094,0.0262824,0.0523656,0.0523656,0.0722761,0.0722761,0.0523766,0.091745,0.091745,0.122338,0.122338,0.0523766,0.00134483,0.00336983,0.00478547
456,0.173492,0.147032,0.147032,0.126863,0.126863,0.000266191,0.000667197,0.000667197,0.000947681,0.000947681,0.0262416,0.0523004,0.0523004,0.0721893,0.0721893,0.052405,0.0918165,0.0918165,0.122439,0.122439,0.052405,0.00133095,0.00333599,0.0047384
457,0.173536,0.147105,0.147105,0.12696,0.12696,0.000263462,0.000660544,0.000660544,0.000938428,0.000938428,0.0262007,0.0522347,0.0522347,0.0721017,0.0721017,0.0524332,0.0918873,0.0918873,0.12254,0.12254,0.0524332,0.00131731,0.00330272,0.00469214
458,0.17358,0.147178,0.147178,0.127057,0.127057,0.000260778,0.000654003,0.000654003,0.000929333,0.000929333,0.0261596,0.0521684,0.0521684,0.0720133,0.0720133,0.0524611,0.0919575,0.0919575,0.12264,0.12264,0.0524611,0.00130389,0.00327002,0.00464666
459,0.173624,0.147251,0.147251,0.127156,0.127156,0.000258139,0.000647574,0.000647574,0.000920393,0.000920393,0.0261182,0.0521015,0.0521015,0.071924,0.071924,0.0524888,0.092027,0.092027,0.122739,0.122739,0.0524888,0.0012907,0.00323787,0.00460197
460,0.173668,0.147325,0.147325,0.127254,0.127254,0.000255545,0.000641253,0.000641253,0.000911607,0.000911607,0.0260767,0.052034,0.052034,0.071834,0.071834,0.0525161,0.0920959,0.0920959,0.122837,0.122837,0.0525161,0.00127772,0.00320627,0.00455804
461,0.173712,0.147399,0.147399,0.127354,0.127354,0.000252994,0.000635041,0.000635041,0.000902972,0.000902972,0.026035,0.051966,0.051966,0.0717432,0.0717432,0.0525433,0.0921641,0.0921641,0.122934,0.122934,0.0525433,0.00126497,0.0031752,0.00451486
462,0.173756,0.147474,0.147474,0.127454,0.127454,0.000250485,0.000628934,0.000628934,0.000894485,0.000894485,0.0259931,0.0518975,0.0518975,0.0716516,0.0716516,0.0525701,0.0922318,0.0922318,0.123031,0.123031,0.0525701,0.00125243,0.00314467,0.00447243
463,0.173801,0.147549,0.147549,0.127555,0.127555,0.000248019,0.000622933,0.000622933,0.000886145,0.000886145,0.025951,0.0518284,0.0518284,0.0715593,0.0715593,0.0525967,0.0922988,0.0922988,0.123126,0.123126,0.0525967,0.0012401,0.00311466,0.00443072
464,0.173846,0.147624,0.147624,0.127656,0.127656,0.000245595,0.000617033,0.000617033,0.000877948,0.000877948,0.0259088,0.0517589,0.0517589,0.0714663,0.0714663,0.0526231,0.0923652,0.0923652,0.123221,0.123221,0.0526231,0.00122797,0.00308517,0.00438974
465,0.17389,0.1477,0.1477,0.127757,0.127757,0.000243212,0.000611236,0.000611236,0.000869894,0.000869894,0.0258664,0.0516888,0.0516888,0.0713726,0.0713726,0.0526493,0.0924311,0.0924311,0.123315,0.123315,0.0526493,0.00121606,0.00305618,0.00434947
466,0.173935,0.147776,0.147776,0.12786,0.12786,0.000240868,0.000605538,0.000605538,0.000861979,0.000861979,0.0258238,0.0516183,0.0516183,0.0712783,0.0712783,0.0526752,0.0924964,0.0924964,0.123408,0.123408,0.0526752,0.00120434,0.00302769,0.0043099
467,0.17398,0.147853,0.147853,0.127963,0.127963,0.000238565,0.000599938,0.000599938,0.000854202,0.000854202,0.0257811,0.0515473,0.0515473,0.0711832,0.0711832,0.0527008,0.0925611,0.0925611,0.1235,0.1235,0.0527008,0.00119283,0.00299969,0.00427101
468,0.174025,0.14793,0.14793,0.128066,0.128066,0.000236301,0.000594435,0.000594435,0.000846559,0.000846559,0.0257382,0.0514759,0.0514759,0.0710876,0.0710876,0.0527263,0.0926253,0.0926253,0.123592,0.123592,0.0527263,0.00118151,0.00297217,0.0042328
469,0.174071,0.148007,0.148007,0.12817,0.12817,0.000234076,0.000589027,0.000589027,0.000839051,0.000839051,0.0256952,0.051404,0.051404,0.0709913,0.0709913,0.0527515,0.092689,0.092689,0.123683,0.123683,0.0527515,0.00117038,0.00294513,0.00419525
470,0.174116,0.148085,0.148085,0.128274,0.128274,0.000231888,0.000583713,0.000583713,0.000831673,0.000831673,0.0256521,0.0513317,0.0513317,0.0708944,0.0708944,0.0527765,0.0927521,0.0927521,0.123773,0.123773,0.0527765,0.00115944,0.00291856,0.00415836
471,0.174161,0.148163,0.148163,0.128379,0.128379,0.000229738,0.000578491,0.000578491,0.000824424,0.000824424,0.0256088,0.051259,0.051259,0.0707969,0.0707969,0.0528013,0.0928147,0.0928147,0.123862,0.123862,0.0528013,0.00114869,0.00289246,0.00412212
472,0.174207,0.148241,0.148241,0.128484,0.128484,0.000227625,0.00057336,0.00057336,0.000817303,0.000817303,0.0255654,0.0511858,0.0511858,0.0706989,0.0706989,0.0528258,0.0928767,0.0928767,0.123951,0.123951,0.0528258,0.00113812,0.0028668,0.00408651
473,0.174253,0.148319,0.148319,0.128589,0.128589,0.000225548,0.000568319,0.000568319,0.000810307,0.000810307,0.0255218,0.0511123,0.0511123,0.0706003,0.0706003,0.0528502,0.0929383,0.0929383,0.124039,0.124039,0.0528502,0.00112774,0.0028416,0.00405153
